Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,58.0,13920,2724,5350,0.509,790,2069,0.382,1934,3281,0.589,952,1221,0.78,573,1791,2364,1804,457,332,782,1260,7190
Team/G,,240.0,47.0,92.2,0.509,13.6,35.7,0.382,33.3,56.6,0.589,16.4,21.1,0.78,9.9,30.9,40.8,31.1,7.9,5.7,13.5,21.7,124.0
Lg Rank,,8,1,2,1.0,8,12,5.0,1,8,1.0,22,23,16.0,23,29,29,1,6,9,18,29,1
Year/Year,,-0.4%,11.8%,3.0%,0.04,0.4%,-3.5%,0.015,17.3%,7.5%,0.049,-12.3%,-11.2%,-0.01,-2.6%,-1.7%,-1.9%,15.3%,2.4%,-1.8%,-9.7%,2.3%,6.6%
Opponent,58.0,13920,2618,5201,0.503,632,1691,0.374,1986,3510,0.566,1206,1529,0.789,627,1861,2488,1432,399,327,828,1080,7074
Opponent/G,,240.0,45.1,89.7,0.503,10.9,29.2,0.374,34.2,60.5,0.566,20.8,26.4,0.789,10.8,32.1,42.9,24.7,6.9,5.6,14.3,18.6,122.0
Lg Rank,,8,27,18,30.0,1,1,20.0,30,30,26.0,29,29,21.0,19,10,12,4,9,23,9,22,28
Year/Year,,-0.4%,4.3%,0.4%,0.019,-12.3%,-12.5%,0.001,11.0%,8.1%,0.015,1.6%,2.9%,-0.011,-10.7%,-3.3%,-5.3%,-6.4%,-13.2%,5.6%,-5.2%,-8.0%,2.1%
