Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1.0,Myles Turner,27.0,54,54.0,1483,340,644,0.528,73,221,0.33,267,423,0.631,0.585,187,236,0.792,84,294,378,72,32,93,80,172,940
2.0,Tyrese Haliburton,23.0,45,44.0,1441,353,714,0.494,141,355,0.397,212,359,0.591,0.593,134,157,0.854,26,147,173,525,50,30,108,45,981
3.0,Bennedict Mathurin,21.0,54,17.0,1393,266,597,0.446,68,185,0.368,198,412,0.481,0.503,161,195,0.826,56,160,216,108,32,11,90,102,761
4.0,Aaron Nesmith,24.0,51,26.0,1381,235,453,0.519,108,239,0.452,127,214,0.593,0.638,66,94,0.702,48,150,198,72,54,34,50,170,644
5.0,Buddy Hield,31.0,52,28.0,1336,229,517,0.443,137,357,0.384,92,160,0.575,0.575,28,33,0.848,34,133,167,139,43,31,62,103,623
6.0,Obi Toppin,25.0,58,28.0,1294,241,425,0.567,75,183,0.41,166,242,0.686,0.655,57,77,0.74,63,163,226,94,30,29,51,105,614
7.0,Andrew Nembhard,24.0,44,23.0,1025,170,339,0.501,33,96,0.344,137,243,0.564,0.55,30,38,0.789,25,59,84,199,40,4,73,85,403
8.0,Bruce Brown,27.0,33,33.0,981,149,314,0.475,33,101,0.327,116,213,0.545,0.527,67,82,0.817,25,129,154,100,35,8,41,81,398
9.0,T.J. McConnell,31.0,47,4.0,817,178,329,0.541,5,21,0.238,173,308,0.562,0.549,36,47,0.766,22,101,123,260,48,5,72,50,397
10.0,Jalen Smith,23.0,39,13.0,704,161,259,0.622,44,95,0.463,117,164,0.713,0.707,45,64,0.703,62,156,218,41,11,25,32,89,411
11.0,Isaiah Jackson,22.0,45,3.0,613,125,189,0.661,0,4,0.0,125,185,0.676,0.661,60,84,0.714,65,117,182,39,27,50,33,116,310
12.0,Pascal Siakam,29.0,17,17.0,560,145,258,0.562,21,50,0.42,124,208,0.596,0.603,42,65,0.646,30,84,114,76,16,4,25,46,353
13.0,Ben Sheppard,22.0,35,0.0,384,45,110,0.409,25,73,0.342,20,37,0.541,0.523,14,17,0.824,7,39,46,28,18,1,7,46,129
14.0,Jordan Nwora,25.0,18,0.0,183,37,82,0.451,11,36,0.306,26,46,0.565,0.518,9,11,0.818,8,25,33,18,6,1,12,19,94
15.0,Jarace Walker,20.0,18,0.0,176,28,66,0.424,12,32,0.375,16,34,0.471,0.515,6,7,0.857,8,21,29,20,9,6,10,17,74
16.0,Doug McDermott,32.0,5,0.0,61,7,22,0.318,4,18,0.222,3,4,0.75,0.409,1,2,0.5,1,2,3,4,0,0,1,3,19
17.0,Oscar Tshiebwe,24.0,7,0.0,37,9,17,0.529,0,0,,9,17,0.529,0.529,5,6,0.833,6,8,14,2,2,0,0,2,23
18.0,James Johnson,36.0,5,0.0,24,2,5,0.4,0,1,0.0,2,4,0.5,0.4,0,0,,1,3,4,5,4,0,2,4,4
19.0,Kendall Brown,20.0,5,0.0,20,3,6,0.5,0,1,0.0,3,5,0.6,0.5,4,6,0.667,2,0,2,2,0,0,0,4,10
20.0,Daniel Theis,31.0,1,0.0,8,1,4,0.25,0,1,0.0,1,3,0.333,0.25,0,0,,0,0,0,0,0,0,0,1,2
,,,58,,13920,2724,5350,0.509,790,2069,0.382,1934,3281,0.589,0.583,952,1221,0.78,573,1791,2364,1804,457,332,782,1260,7190
