Rk,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
1,Jerami Grant,29,49,1666,15.7,0.573,0.321,0.369,2.3,10.3,6.0,13.6,1.1,1.8,10.0,26.2,,1.5,0.9,2.4,0.069,,1.1,-1.2,-0.2,0.8
2,Toumani Camara,23,55,1296,9.7,0.521,0.406,0.23,8.3,14.9,11.3,6.2,2.0,1.7,15.2,14.1,,-0.2,1.2,1.0,0.037,,-4.0,0.0,-4.0,-0.6
3,Matisse Thybulle,26,54,1247,9.7,0.523,0.764,0.078,1.9,7.9,4.7,7.4,3.7,3.0,9.5,10.1,,0.2,1.5,1.7,0.064,,-3.3,3.3,0.0,0.6
4,Deandre Ayton,25,39,1245,17.2,0.585,0.0,0.112,10.0,28.5,18.7,9.0,1.6,2.2,12.3,18.6,,1.1,1.5,2.5,0.098,,-0.6,-0.1,-0.7,0.4
5,Scoot Henderson,19,43,1160,8.9,0.484,0.332,0.292,3.5,9.2,6.2,27.0,1.0,0.8,18.2,25.6,,-1.7,0.5,-1.2,-0.049,,-3.9,-2.5,-6.4,-1.3
6,Jabari Walker,21,52,1140,12.9,0.549,0.3,0.338,9.8,23.8,16.3,5.4,1.3,1.6,11.2,16.3,,0.7,1.1,1.8,0.076,,-2.8,-1.0,-3.8,-0.5
7,Malcolm Brogdon,31,39,1121,17.0,0.56,0.401,0.234,2.6,12.9,7.4,31.1,1.2,0.6,9.9,23.0,,1.9,0.6,2.5,0.106,,2.6,-0.8,1.8,1.1
8,Anfernee Simons,24,33,1110,15.8,0.563,0.477,0.216,1.4,11.1,5.9,26.8,0.7,0.3,11.5,28.6,,1.0,0.4,1.4,0.059,,2.4,-2.5,-0.2,0.5
9,Shaedon Sharpe,20,32,1059,11.3,0.524,0.415,0.274,4.2,13.4,8.5,13.8,1.3,1.0,12.9,22.4,,-0.3,0.7,0.4,0.018,,-2.1,-0.9,-3.0,-0.3
10,Duop Reath,27,42,722,16.2,0.588,0.512,0.196,8.9,16.3,12.4,10.3,1.4,2.7,8.9,20.5,,1.1,0.6,1.7,0.113,,0.5,-0.4,0.1,0.4
11,Kris Murray,23,36,514,9.1,0.474,0.489,0.161,6.4,12.4,9.2,8.0,2.7,1.2,12.5,13.9,,-0.2,0.5,0.2,0.022,,-3.7,0.4,-3.3,-0.2
12,Skylar Mays,26,21,356,11.9,0.457,0.355,0.123,2.7,9.5,5.9,31.9,1.9,0.8,11.0,19.5,,0.0,0.2,0.2,0.029,,-2.0,-0.6,-2.5,-0.1
13,Ibou Badji,21,17,199,8.7,0.62,0.0,0.526,10.1,17.5,13.6,8.7,0.5,9.0,37.4,8.0,,0.0,0.2,0.2,0.048,,-7.6,2.2,-5.4,-0.2
14,Justin Minaya,24,19,151,4.6,0.326,0.64,0.24,7.0,8.0,7.5,6.9,1.6,3.0,15.3,9.2,,-0.2,0.1,-0.1,-0.024,,-5.4,-0.7,-6.1,-0.2
15,Rayan Rupert,19,16,119,8.4,0.451,0.395,0.186,6.2,14.2,9.9,13.5,1.2,0.0,11.4,18.8,,-0.1,0.1,0.0,-0.014,,-3.7,-2.5,-6.1,-0.1
16,Robert Williams,26,6,119,17.2,0.684,0.0,0.346,9.8,27.3,18.0,6.3,2.9,5.3,18.9,13.2,,0.1,0.2,0.4,0.142,,-2.4,2.8,0.5,0.1
17,Dalano Banton,24,5,97,13.7,0.527,0.293,0.512,5.5,14.9,9.9,14.9,1.5,0.0,12.2,25.1,,0.0,0.1,0.0,0.022,,0.1,-1.0,-0.9,0.0
18,Moses Brown,24,9,82,12.9,0.395,0.0,0.19,23.2,41.1,31.6,3.5,1.2,3.3,14.9,13.9,,0.0,0.1,0.1,0.045,,-4.9,-2.3,-7.2,-0.1
19,Ashton Hagans,24,6,73,4.5,0.426,0.235,0.235,4.4,8.2,6.2,15.4,0.7,1.2,17.6,13.3,,-0.1,0.0,-0.1,-0.036,,-7.4,-1.1,-8.5,-0.1
20,Jamaree Bouyea,24,6,57,-4.8,0.238,0.381,0.0,3.7,16.9,9.9,19.5,0.0,0.0,27.6,21.6,,-0.4,0.0,-0.4,-0.301,,-13.1,-4.9,-18.0,-0.2
21,Ish Wainright,29,7,46,10.2,0.53,0.889,0.111,0.0,23.6,11.0,0.0,2.1,2.0,5.0,18.4,,0.0,0.1,0.0,0.05,,-1.4,0.5,-0.8,0.0
22,Taze Moore,25,3,10,14.3,0.6,0.4,0.0,0.0,0.0,0.0,19.7,4.9,0.0,16.7,25.5,,0.0,0.0,0.0,0.019,,-4.7,1.7,-3.1,0.0
