Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Jerami Grant,29,49,49,34.0,7.3,16.2,0.453,2.1,5.2,0.4,5.3,11.0,0.478,0.517,4.8,6.0,0.809,0.7,2.9,3.6,2.7,0.8,0.7,2.1,2.2,21.6
2,Anfernee Simons,24,33,33,33.6,7.8,18.2,0.427,3.3,8.7,0.38,4.5,9.5,0.47,0.517,3.6,3.9,0.915,0.5,3.1,3.5,5.2,0.5,0.1,2.6,2.3,22.5
3,Shaedon Sharpe,20,32,25,33.1,5.5,13.6,0.406,1.9,5.6,0.333,3.6,7.9,0.457,0.475,3.1,3.7,0.824,1.3,3.7,5.0,2.9,0.9,0.4,2.3,2.8,15.9
4,Deandre Ayton,25,39,39,31.9,6.6,11.7,0.568,0.0,0.0,,6.6,11.7,0.568,0.568,1.1,1.3,0.824,3.0,7.6,10.6,1.7,1.0,0.8,1.7,2.3,14.4
5,Malcolm Brogdon,31,39,25,28.7,5.6,12.7,0.44,2.1,5.1,0.412,3.5,7.6,0.458,0.522,2.4,3.0,0.819,0.7,3.1,3.8,5.5,0.7,0.2,1.5,1.5,15.7
6,Scoot Henderson,19,43,16,27.0,4.4,11.8,0.375,1.2,3.9,0.31,3.2,7.9,0.408,0.427,2.8,3.4,0.818,0.9,2.1,3.0,4.7,0.6,0.2,3.0,3.0,12.9
7,Toumani Camara,23,55,35,23.6,2.6,6.0,0.43,0.7,2.4,0.299,1.9,3.6,0.52,0.491,1.0,1.4,0.724,1.8,2.9,4.7,1.0,1.0,0.5,1.2,2.5,6.9
8,Matisse Thybulle,26,54,19,23.1,1.8,4.8,0.38,1.2,3.6,0.34,0.6,1.1,0.508,0.51,0.3,0.4,0.8,0.4,1.5,1.9,1.2,1.7,0.8,0.5,1.4,5.2
9,Jabari Walker,21,52,14,21.9,3.0,6.5,0.463,0.5,1.9,0.267,2.5,4.5,0.547,0.503,1.7,2.2,0.754,2.0,4.3,6.3,0.8,0.6,0.4,0.9,2.2,8.2
10,Robert Williams,26,6,0,19.8,2.8,4.3,0.654,0.0,0.0,,2.8,4.3,0.654,0.654,1.2,1.5,0.778,1.8,4.5,6.3,0.8,1.2,1.2,1.2,2.8,6.8
11,Dalano Banton,24,5,0,19.4,3.6,8.2,0.439,0.8,2.4,0.333,2.8,5.8,0.483,0.488,2.6,4.2,0.619,1.0,2.4,3.4,1.8,0.6,0.0,1.4,0.8,10.6
12,Duop Reath,27,42,11,17.2,3.3,6.9,0.471,1.3,3.5,0.376,1.9,3.4,0.57,0.567,1.0,1.4,0.737,1.5,2.3,3.8,1.1,0.5,0.5,0.7,2.5,8.9
13,Skylar Mays,26,21,5,17.0,2.5,6.6,0.384,0.7,2.3,0.286,1.9,4.2,0.438,0.435,0.6,0.8,0.765,0.4,1.3,1.8,3.6,0.7,0.1,0.9,1.0,6.3
14,Kris Murray,23,36,3,14.3,1.5,3.8,0.394,0.5,1.9,0.284,1.0,1.9,0.5,0.464,0.3,0.6,0.545,0.9,1.5,2.3,0.8,0.8,0.2,0.6,1.0,3.9
15,Ashton Hagans,24,6,1,12.2,1.2,2.8,0.412,0.0,0.7,0.0,1.2,2.2,0.538,0.412,0.3,0.7,0.5,0.5,0.8,1.3,1.3,0.2,0.2,0.7,1.7,2.7
16,Ibou Badji,21,17,1,11.7,0.7,1.1,0.632,0.0,0.0,,0.7,1.1,0.632,0.632,0.3,0.6,0.5,1.1,1.7,2.8,0.8,0.1,1.2,0.8,2.4,1.7
17,Jamaree Bouyea,24,6,0,9.5,0.8,3.5,0.238,0.0,1.3,0.0,0.8,2.2,0.385,0.238,0.0,0.0,,0.3,1.3,1.7,1.3,0.0,0.0,1.3,0.5,1.7
18,Moses Brown,24,9,4,9.1,1.0,2.3,0.429,0.0,0.0,,1.0,2.3,0.429,0.429,0.0,0.4,0.0,2.0,3.1,5.1,0.2,0.2,0.3,0.4,1.2,2.0
19,Justin Minaya,24,19,0,7.9,0.3,1.3,0.24,0.2,0.8,0.188,0.2,0.5,0.333,0.3,0.2,0.3,0.5,0.5,0.5,1.1,0.4,0.3,0.3,0.3,0.5,0.9
20,Rayan Rupert,19,16,0,7.4,0.9,2.7,0.349,0.4,1.1,0.412,0.5,1.6,0.308,0.43,0.3,0.5,0.625,0.4,0.9,1.3,0.7,0.2,0.0,0.4,0.4,2.6
21,Ish Wainright,29,7,0,6.6,0.9,2.6,0.333,0.9,2.3,0.375,0.0,0.3,0.0,0.5,0.3,0.3,1.0,0.0,1.3,1.3,0.0,0.3,0.1,0.1,0.6,2.9
22,Taze Moore,25,3,0,3.3,1.0,1.7,0.6,0.0,0.7,0.0,1.0,1.0,1.0,0.6,0.0,0.0,,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.7,2.0
