Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Kyle Kuzma,28,55,55,1746,9.8,21.4,0.456,2.6,7.8,0.332,7.2,13.7,0.526,2.8,3.6,0.776,1.2,6.1,7.3,4.7,0.6,0.8,3.0,2.5,24.9
2,Tyus Jones,27,57,57,1654,6.3,12.8,0.497,2.0,4.7,0.43,4.3,8.1,0.535,0.6,0.8,0.778,0.4,3.0,3.4,8.7,1.4,0.3,1.2,1.0,15.3
3,Jordan Poole,24,55,52,1610,7.0,17.6,0.399,2.5,8.1,0.309,4.5,9.5,0.476,3.2,3.7,0.861,0.4,2.6,3.0,4.5,1.4,0.4,2.7,4.0,19.7
4,Deni Avdija,23,55,55,1548,6.4,12.6,0.513,1.5,3.6,0.404,5.0,8.9,0.557,3.0,4.1,0.74,1.3,7.0,8.3,4.8,1.0,0.6,2.6,3.2,17.4
5,Bilal Coulibaly,19,56,8,1494,4.0,9.0,0.442,1.3,3.7,0.357,2.7,5.3,0.502,1.8,2.7,0.682,1.2,4.2,5.4,2.3,1.2,1.0,1.9,2.9,11.1
6,Corey Kispert,24,55,1,1241,6.9,14.5,0.479,3.3,8.9,0.367,3.7,5.5,0.66,2.2,2.9,0.778,0.5,3.4,3.9,2.6,0.7,0.2,1.7,2.6,19.4
7,Daniel Gafford,25,45,45,1192,6.1,8.9,0.69,0.0,0.0,,6.1,8.9,0.69,2.5,3.6,0.706,4.0,6.9,10.9,2.1,1.3,2.9,1.4,4.4,14.8
8,Landry Shamet,26,40,2,620,6.2,14.2,0.434,2.8,7.9,0.353,3.4,6.3,0.537,2.0,2.5,0.814,0.9,2.4,3.4,2.9,1.4,0.5,1.5,3.9,17.1
9,Delon Wright,31,33,0,456,3.8,9.6,0.393,1.1,3.0,0.368,2.7,6.6,0.405,1.9,2.3,0.828,1.0,3.6,4.7,6.5,2.8,0.6,0.9,1.7,10.6
10,Danilo Gallinari,35,26,0,385,5.3,12.2,0.435,1.9,6.0,0.313,3.5,6.3,0.552,4.4,5.2,0.839,1.1,6.0,7.1,2.9,0.6,0.3,1.1,2.4,16.9
11,Mike Muscala,32,24,2,338,3.5,9.6,0.367,1.5,5.4,0.275,2.0,4.2,0.487,1.6,2.1,0.75,2.3,5.6,8.0,2.3,0.5,0.7,1.7,3.3,10.1
12,Marvin Bagley III,24,14,8,336,7.9,14.8,0.536,0.2,1.0,0.222,7.7,13.8,0.558,3.6,5.6,0.654,6.5,6.4,13.0,2.1,1.1,1.1,2.1,3.2,19.7
13,Johnny Davis,21,26,0,234,4.2,11.4,0.365,0.3,1.8,0.167,3.8,9.5,0.403,0.6,1.4,0.444,1.7,3.4,5.1,1.4,1.4,0.3,1.1,3.5,9.2
14,Eugene Omoruyi,26,26,0,196,8.6,17.4,0.495,1.1,4.6,0.24,7.5,12.9,0.586,4.4,5.9,0.75,4.0,6.1,10.1,4.0,3.5,0.2,2.6,6.8,22.8
15,Anthony Gill,31,31,0,173,4.8,10.4,0.46,0.6,2.7,0.231,4.2,7.7,0.541,3.1,4.2,0.75,2.9,5.2,8.1,2.9,1.5,1.2,3.1,2.5,13.3
16,Jared Butler,23,20,0,152,7.3,13.5,0.544,2.4,6.4,0.37,5.0,7.1,0.7,2.8,3.6,0.8,0.0,2.8,2.8,8.1,1.9,0.5,2.6,4.0,19.9
17,Patrick Baldwin Jr.,21,20,0,152,4.3,11.1,0.383,2.6,6.4,0.407,1.7,4.7,0.35,1.9,2.8,0.667,1.7,8.5,10.2,1.9,0.5,0.9,1.4,5.2,13.0
18,Ryan Rollins,21,10,0,66,7.1,13.6,0.52,1.1,1.6,0.667,6.0,12.0,0.5,7.1,9.3,0.765,1.1,4.9,6.0,6.0,4.4,1.6,3.8,3.8,22.4
19,Richaun Holmes,30,4,0,42,8.6,13.7,0.625,0.0,0.0,,8.6,13.7,0.625,2.6,2.6,1.0,1.7,7.7,9.4,0.9,0.9,0.9,1.7,5.1,19.7
20,Jules Bernard,24,6,0,28,3.9,15.4,0.25,1.3,10.3,0.125,2.6,5.1,0.5,0.0,0.0,,2.6,3.9,6.4,6.4,1.3,1.3,2.6,5.1,9.0
21,Justin Champagnie,22,2,0,10,18.0,25.2,0.714,3.6,10.8,0.333,14.4,14.4,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.6,0.0,3.6,0.0,39.6
22,Hamidou Diallo,25,2,0,5,7.2,14.4,0.5,0.0,0.0,,7.2,14.4,0.5,0.0,0.0,,14.4,0.0,14.4,7.2,14.4,0.0,7.2,7.2,14.4
23,Trey Jemison,24,2,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,36.0,36.0,0.0,0.0,0.0,36.0,0.0,0.0
