Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Unnamed: 14_level_0,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0
Rk,Player,Age,G,MP,Unnamed: 5_level_1,FG,2P,3P,eFG,FT,TS,FTr,3PAr,Unnamed: 14_level_1,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Unnamed: 23_level_1,FG Add,TS Add
1.0,Kyle Kuzma,28.0,55.0,1746.0,,0.456,0.526,0.332,0.516,0.776,0.541,0.167,0.362,,96.0,96.0,91.0,94.0,99.0,93.0,66.0,92.0,,-65.0,-90.2
2.0,Tyus Jones,27.0,57.0,1654.0,,0.497,0.535,0.43,0.575,0.778,0.583,0.061,0.365,,104.0,98.0,117.0,105.0,99.0,100.0,24.0,93.0,,32.2,1.6
3.0,Jordan Poole,24.0,55.0,1610.0,,0.399,0.476,0.309,0.47,0.861,0.513,0.211,0.461,,84.0,87.0,84.0,86.0,110.0,88.0,84.0,118.0,,-122.0,-117.8
4.0,Deni Avdija,23.0,55.0,1548.0,,0.513,0.557,0.404,0.571,0.74,0.605,0.328,0.289,,108.0,102.0,110.0,104.0,94.0,104.0,130.0,74.0,,25.6,29.0
5.0,Bilal Coulibaly,19.0,56.0,1494.0,,0.442,0.502,0.357,0.516,0.682,0.546,0.295,0.413,,93.0,92.0,97.0,94.0,87.0,94.0,117.0,105.0,,-23.5,-30.4
6.0,Corey Kispert,24.0,55.0,1241.0,,0.479,0.66,0.367,0.592,0.778,0.616,0.198,0.617,,101.0,121.0,100.0,108.0,99.0,106.0,79.0,157.0,,44.5,36.6
7.0,Daniel Gafford,25.0,45.0,1192.0,,0.69,0.69,,0.69,0.706,0.707,0.405,0.0,,145.0,127.0,,126.0,90.0,122.0,160.0,0.0,,84.0,86.9
8.0,Landry Shamet,26.0,40.0,620.0,,0.434,0.537,0.353,0.533,0.814,0.561,0.176,0.557,,91.0,98.0,96.0,97.0,104.0,96.0,70.0,142.0,,-7.2,-11.0
9.0,Delon Wright,31.0,33.0,456.0,,0.393,0.405,0.368,0.451,0.828,0.497,0.238,0.311,,83.0,74.0,100.0,82.0,106.0,85.0,94.0,79.0,,-23.6,-22.8
10.0,Danilo Gallinari,35.0,26.0,385.0,,0.435,0.552,0.313,0.511,0.839,0.581,0.427,0.489,,91.0,101.0,85.0,93.0,107.0,100.0,169.0,125.0,,-9.5,-0.1
11.0,Mike Muscala,32.0,24.0,338.0,,0.367,0.487,0.275,0.444,0.75,0.481,0.222,0.567,,77.0,89.0,75.0,81.0,96.0,83.0,88.0,145.0,,-18.6,-20.0
12.0,Marvin Bagley III,24.0,14.0,336.0,,0.536,0.558,0.222,0.543,0.654,0.572,0.377,0.065,,113.0,102.0,61.0,99.0,83.0,98.0,149.0,17.0,,-1.1,-3.2
13.0,Johnny Davis,21.0,26.0,234.0,,0.365,0.403,0.167,0.378,0.444,0.385,0.122,0.162,,77.0,74.0,45.0,69.0,57.0,66.0,48.0,41.0,,-25.0,-30.7
14.0,Eugene Omoruyi,26.0,26.0,196.0,,0.495,0.586,0.24,0.526,0.75,0.568,0.337,0.263,,104.0,107.0,65.0,96.0,96.0,98.0,133.0,67.0,,-4.0,-2.9
15.0,Anthony Gill,31.0,31.0,173.0,,0.46,0.541,0.231,0.49,0.75,0.544,0.4,0.26,,97.0,99.0,63.0,89.0,96.0,94.0,158.0,66.0,,-5.8,-4.4
16.0,Jared Butler,23.0,20.0,152.0,,0.544,0.7,0.37,0.632,0.8,0.66,0.263,0.474,,114.0,128.0,101.0,115.0,102.0,113.0,104.0,121.0,,9.6,10.0
17.0,Patrick Baldwin Jr.,21.0,20.0,152.0,,0.383,0.35,0.407,0.5,0.667,0.526,0.255,0.574,,81.0,64.0,111.0,91.0,85.0,90.0,101.0,147.0,,-4.5,-5.8
18.0,Ryan Rollins,21.0,10.0,66.0,,0.52,0.5,0.667,0.56,0.765,0.631,0.68,0.12,,109.0,92.0,182.0,102.0,98.0,108.0,269.0,31.0,,0.6,3.2
19.0,Richaun Holmes,30.0,4.0,42.0,,0.625,0.625,,0.625,1.0,0.664,0.188,0.0,,131.0,115.0,,114.0,128.0,114.0,74.0,0.0,,2.5,2.8
20.0,Jules Bernard,24.0,6.0,28.0,,0.25,0.5,0.125,0.292,,0.292,0.0,0.667,,53.0,92.0,34.0,53.0,,50.0,0.0,170.0,,-6.1,-7.0
21.0,Justin Champagnie,22.0,2.0,10.0,,0.714,1.0,0.333,0.786,,0.786,0.0,0.429,,150.0,183.0,91.0,143.0,,135.0,0.0,109.0,,3.3,2.9
22.0,Hamidou Diallo,25.0,2.0,5.0,,0.5,0.5,,0.5,,0.5,0.0,0.0,,105.0,92.0,,91.0,,86.0,0.0,0.0,,-0.2,-0.3
23.0,Trey Jemison,24.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,0.0,0.0
,Team,,,,,0.47,0.544,0.349,0.537,0.763,0.568,0.227,0.38,,99.0,100.0,95.0,98.0,97.0,98.0,90.0,97.0,,-113.8,-173.6
,,,,,,,,,,,,,,,,,,,,,,,,,
,League Average,,,,,0.476,0.546,0.367,0.548,0.783,0.582,0.252,0.392,,,,,,,,,,,,
