Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1.0,Kyle Kuzma,28.0,55,55.0,1746,474,1039,0.456,125,376,0.332,349,663,0.526,0.516,135,174,0.776,56,297,353,226,27,37,145,121,1208
2.0,Tyus Jones,27.0,57,57.0,1654,291,586,0.497,92,214,0.43,199,372,0.535,0.575,28,36,0.778,17,138,155,399,63,16,54,45,702
3.0,Jordan Poole,24.0,55,52.0,1610,314,787,0.399,112,363,0.309,202,424,0.476,0.47,143,166,0.861,20,116,136,201,61,18,119,180,883
4.0,Deni Avdija,23.0,55,55.0,1548,277,540,0.513,63,156,0.404,214,384,0.557,0.571,131,177,0.74,56,302,358,206,44,24,111,138,748
5.0,Bilal Coulibaly,19.0,56,8.0,1494,165,373,0.442,55,154,0.357,110,219,0.502,0.516,75,110,0.682,49,175,224,97,48,42,80,119,460
6.0,Corey Kispert,24.0,55,1.0,1241,239,499,0.479,113,308,0.367,126,191,0.66,0.592,77,99,0.778,17,118,135,89,24,8,60,88,668
7.0,Daniel Gafford,25.0,45,45.0,1192,203,294,0.69,0,0,,203,294,0.69,0.69,84,119,0.706,131,230,361,69,44,97,46,147,490
8.0,Landry Shamet,26.0,40,2.0,620,106,244,0.434,48,136,0.353,58,108,0.537,0.533,35,43,0.814,16,42,58,50,24,9,26,68,295
9.0,Delon Wright,31.0,33,0.0,456,48,122,0.393,14,38,0.368,34,84,0.405,0.451,24,29,0.828,13,46,59,82,35,8,11,22,134
10.0,Danilo Gallinari,35.0,26,0.0,385,57,131,0.435,20,64,0.313,37,67,0.552,0.511,47,56,0.839,12,64,76,31,6,3,12,26,181
11.0,Mike Muscala,32.0,24,2.0,338,33,90,0.367,14,51,0.275,19,39,0.487,0.444,15,20,0.75,22,53,75,22,5,7,16,31,95
12.0,Marvin Bagley III,24.0,14,8.0,336,74,138,0.536,2,9,0.222,72,129,0.558,0.543,34,52,0.654,61,60,121,20,10,10,20,30,184
13.0,Johnny Davis,21.0,26,0.0,234,27,74,0.365,2,12,0.167,25,62,0.403,0.378,4,9,0.444,11,22,33,9,9,2,7,23,60
14.0,Eugene Omoruyi,26.0,26,0.0,196,47,95,0.495,6,25,0.24,41,70,0.586,0.526,24,32,0.75,22,33,55,22,19,1,14,37,124
15.0,Anthony Gill,31.0,31,0.0,173,23,50,0.46,3,13,0.231,20,37,0.541,0.49,15,20,0.75,14,25,39,14,7,6,15,12,64
16.0,Jared Butler,23.0,20,0.0,152,31,57,0.544,10,27,0.37,21,30,0.7,0.632,12,15,0.8,0,12,12,34,8,2,11,17,84
17.0,Patrick Baldwin Jr.,21.0,20,0.0,152,18,47,0.383,11,27,0.407,7,20,0.35,0.5,8,12,0.667,7,36,43,8,2,4,6,22,55
18.0,Ryan Rollins,21.0,10,0.0,66,13,25,0.52,2,3,0.667,11,22,0.5,0.56,13,17,0.765,2,9,11,11,8,3,7,7,41
19.0,Richaun Holmes,30.0,4,0.0,42,10,16,0.625,0,0,,10,16,0.625,0.625,3,3,1.0,2,9,11,1,1,1,2,6,23
20.0,Jules Bernard,24.0,6,0.0,28,3,12,0.25,1,8,0.125,2,4,0.5,0.292,0,0,,2,3,5,5,1,1,2,4,7
21.0,Justin Champagnie,22.0,2,0.0,10,5,7,0.714,1,3,0.333,4,4,1.0,0.786,0,0,,0,0,0,0,1,0,1,0,11
22.0,Hamidou Diallo,25.0,2,0.0,5,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,2,0,2,1,2,0,1,1,2
23.0,Trey Jemison,24.0,2,0.0,1,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,1,0,0
,,,57,,13680,2459,5228,0.47,694,1987,0.349,1765,3241,0.545,0.537,907,1189,0.763,532,1791,2323,1597,449,299,789,1144,6519
