Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,Unnamed: 14_level_0,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 21_level_0,% of FG Ast'd,% of FG Ast'd,Unnamed: 24_level_0,Dunks,Dunks,Unnamed: 27_level_0,Corner 3s,Corner 3s,Unnamed: 30_level_0,Heaves,Heaves
Rk,Player,Age,G,MP,FG%,Dist.,Unnamed: 7_level_1,2P,0-3,3-10,10-16,16-3P,3P,Unnamed: 14_level_1,2P,0-3,3-10,10-16,16-3P,3P,Unnamed: 21_level_1,2P,3P,Unnamed: 24_level_1,%FGA,#,Unnamed: 27_level_1,%3PA,3P%,Unnamed: 30_level_1,Att.,#
1,Kyle Kuzma,28,55,1746,0.456,14.1,,0.638,0.203,0.254,0.118,0.063,0.362,,0.526,0.773,0.455,0.35,0.354,0.332,,0.55,0.784,,0.046,45,,0.213,0.438,,1,0
2,Tyus Jones,27,57,1654,0.497,14.5,,0.635,0.111,0.309,0.179,0.036,0.365,,0.535,0.646,0.486,0.562,0.476,0.43,,0.422,0.793,,0.0,0,,0.271,0.483,,0,0
3,Jordan Poole,24,55,1610,0.399,16.7,,0.539,0.164,0.183,0.126,0.066,0.461,,0.476,0.713,0.396,0.323,0.404,0.309,,0.49,0.67,,0.01,8,,0.116,0.333,,1,0
4,Deni Avdija,23,55,1548,0.513,10.8,,0.711,0.335,0.306,0.043,0.028,0.289,,0.557,0.724,0.455,0.087,0.4,0.404,,0.584,0.905,,0.061,31,,0.308,0.5,,3,0
5,Bilal Coulibaly,19,56,1494,0.442,13.1,,0.587,0.308,0.198,0.04,0.04,0.413,,0.502,0.678,0.351,0.133,0.267,0.357,,0.627,0.945,,0.142,46,,0.461,0.408,,0,0
6,Corey Kispert,24,55,1241,0.479,17.9,,0.383,0.21,0.14,0.022,0.01,0.617,,0.66,0.781,0.514,0.545,0.4,0.367,,0.706,0.947,,0.038,14,,0.205,0.365,,2,0
7,Daniel Gafford,25,45,1192,0.69,3.2,,1.0,0.633,0.32,0.041,0.007,0.0,,0.69,0.774,0.564,0.417,0.5,,,0.729,,,0.347,94,,,,,0,0
8,Landry Shamet,26,40,620,0.434,17.5,,0.443,0.168,0.139,0.074,0.061,0.557,,0.537,0.683,0.412,0.5,0.467,0.353,,0.741,0.917,,0.049,8,,0.279,0.447,,0,0
9,Delon Wright,31,33,456,0.393,12.7,,0.689,0.197,0.352,0.074,0.066,0.311,,0.405,0.625,0.349,0.333,0.125,0.368,,0.324,0.786,,0.008,1,,0.158,0.333,,1,0
10,Danilo Gallinari,35,26,385,0.435,18.3,,0.511,0.122,0.115,0.153,0.122,0.489,,0.552,0.875,0.4,0.55,0.375,0.313,,0.486,0.85,,0.046,5,,0.031,0.5,,0,0
11,Mike Muscala,32,24,338,0.367,17.5,,0.433,0.178,0.1,0.089,0.067,0.567,,0.487,0.625,0.333,0.375,0.5,0.275,,0.737,1.0,,0.022,2,,0.255,0.231,,0,0
12,Marvin Bagley III,24,14,336,0.536,4.7,,0.935,0.558,0.312,0.065,0.0,0.065,,0.558,0.714,0.349,0.222,,0.222,,0.569,1.0,,0.174,21,,0.333,0.0,,0,0
13,Johnny Davis,21,26,234,0.365,9.6,,0.838,0.284,0.351,0.162,0.041,0.162,,0.403,0.619,0.385,0.167,0.0,0.167,,0.52,1.0,,0.041,3,,0.333,0.0,,1,0
14,Eugene Omoruyi,26,26,196,0.495,9.8,,0.737,0.421,0.263,0.021,0.032,0.263,,0.586,0.7,0.44,0.5,0.333,0.24,,0.61,1.0,,0.063,6,,0.12,0.0,,0,0
15,Anthony Gill,31,31,173,0.46,9.1,,0.74,0.38,0.32,0.04,0.0,0.26,,0.541,0.684,0.375,0.5,,0.231,,0.65,1.0,,0.04,2,,0.308,0.0,,0,0
16,Jared Butler,23,20,152,0.544,15.9,,0.526,0.263,0.246,0.0,0.018,0.474,,0.7,0.933,0.5,,0.0,0.37,,0.476,0.7,,0.035,2,,0.074,0.5,,2,0
17,Patrick Baldwin Jr.,21,20,152,0.383,16.5,,0.426,0.277,0.085,0.021,0.043,0.574,,0.35,0.462,0.25,0.0,0.0,0.407,,0.857,1.0,,0.043,2,,0.222,0.333,,0,0
18,Ryan Rollins,21,10,66,0.52,8.4,,0.88,0.32,0.36,0.2,0.0,0.12,,0.5,0.75,0.333,0.4,,0.667,,0.091,0.5,,0.0,0,,0.0,,,0,0
19,Richaun Holmes,30,4,42,0.625,4.9,,1.0,0.5,0.313,0.188,0.0,0.0,,0.625,1.0,0.2,0.333,,,,1.0,,,0.125,2,,,,,0,0
20,Jules Bernard,24,6,28,0.25,18.6,,0.333,0.25,0.0,0.083,0.0,0.667,,0.5,0.667,,0.0,,0.125,,0.0,1.0,,0.0,0,,0.25,0.0,,0,0
21,Justin Champagnie,22,2,10,0.714,12.0,,0.571,0.429,0.143,0.0,0.0,0.429,,1.0,1.0,1.0,,,0.333,,1.0,1.0,,0.0,0,,0.667,0.0,,0,0
22,Hamidou Diallo,25,2,5,0.5,0.1,,1.0,1.0,0.0,0.0,0.0,0.0,,0.5,0.5,,,,,,0.0,,,0.0,0,,,,,0,0
23,Trey Jemison,24,2,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0
