Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Advanced,Advanced,Offense Four Factors,Offense Four Factors,Offense Four Factors,Offense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Defense Four Factors,Unnamed: 21_level_0,Unnamed: 22_level_0
Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance
Team,9,48,14,43,-9.84,0.31,-9.53,110.7,120.3,103.3,0.227,0.38,0.537,12.1,20.1,0.173,0.566,12.2,71.6,0.2,Capital One Arena,451553
Lg Rank,29,1,29,29,29.0,8.0,29.0,26.0,28.0,1.0,28.0,19.0,20.0,18.0,29.0,28.0,27.0,15.0,30.0,17.0,,28
