Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,57.0,13680,2459,5228,0.47,694,1987,0.349,1765,3241,0.545,907,1189,0.763,532,1791,2323,1597,449,299,789,1144,6519
Team/G,,240.0,43.1,91.7,0.47,12.2,34.9,0.349,31.0,56.9,0.545,15.9,20.9,0.763,9.3,31.4,40.8,28.0,7.9,5.2,13.8,20.1,114.4
Lg Rank,,20,10,4,20.0,18,14,27.0,7,6,16.0,24,25,23.0,27,27,30,9,7,14,20,23,17
Year/Year,,-0.4%,2.4%,5.5%,-0.015,7.9%,9.9%,-0.006,0.3%,3.0%,-0.015,-9.5%,-6.9%,-0.022,-1.1%,-8.1%,-6.6%,10.3%,15.1%,1.4%,-2.0%,6.9%,1.1%
Opponent,57.0,13680,2655,5312,0.5,707,1922,0.368,1948,3390,0.575,1063,1378,0.771,712,2113,2825,1713,448,331,823,1045,7080
Opponent/G,,240.0,46.6,93.2,0.5,12.4,33.7,0.368,34.2,59.5,0.575,18.6,24.2,0.771,12.5,37.1,49.6,30.1,7.9,5.8,14.4,18.3,124.2
Lg Rank,,20,30,29,28.0,10,9,17.0,29,29,28.0,22,25,9.0,29,30,30,30,21,24,6,27,30
Year/Year,,-0.4%,9.7%,3.8%,0.027,3.4%,2.9%,0.002,12.2%,4.3%,0.041,6.8%,10.5%,-0.027,16.0%,14.9%,15.2%,21.1%,10.9%,17.3%,17.5%,-5.5%,8.6%
