Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Unnamed: 14_level_0,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0
Rk,Player,Age,G,MP,Unnamed: 5_level_1,FG,2P,3P,eFG,FT,TS,FTr,3PAr,Unnamed: 14_level_1,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,Unnamed: 23_level_1,FG Add,TS Add
1.0,Tyrese Maxey,23.0,52.0,1941.0,,0.448,0.495,0.378,0.524,0.863,0.574,0.281,0.402,,94.0,91.0,103.0,96.0,110.0,99.0,111.0,103.0,,-49.1,-17.8
2.0,Tobias Harris,31.0,51.0,1722.0,,0.499,0.553,0.341,0.542,0.899,0.59,0.25,0.253,,105.0,101.0,93.0,99.0,115.0,101.0,99.0,64.0,,-7.1,11.8
3.0,Kelly Oubre Jr.,28.0,45.0,1309.0,,0.456,0.55,0.312,0.517,0.732,0.548,0.247,0.392,,96.0,101.0,85.0,94.0,93.0,94.0,98.0,100.0,,-31.0,-38.3
4.0,Joel Embiid,29.0,34.0,1157.0,,0.533,0.562,0.366,0.56,0.883,0.645,0.534,0.149,,112.0,103.0,100.0,102.0,113.0,111.0,212.0,38.0,,19.2,117.2
5.0,Paul Reed,24.0,57.0,1035.0,,0.544,0.57,0.343,0.564,0.733,0.58,0.147,0.114,,114.0,104.0,93.0,103.0,94.0,100.0,58.0,29.0,,9.8,-1.3
6.0,De'Anthony Melton,25.0,35.0,993.0,,0.393,0.433,0.366,0.501,0.835,0.542,0.228,0.592,,83.0,79.0,100.0,92.0,107.0,93.0,90.0,151.0,,-32.0,-30.1
7.0,Patrick Beverley,35.0,47.0,919.0,,0.432,0.523,0.321,0.504,0.81,0.547,0.261,0.452,,91.0,96.0,87.0,92.0,103.0,94.0,104.0,115.0,,-21.0,-18.7
8.0,Nicolas Batum,35.0,34.0,828.0,,0.523,0.676,0.463,0.689,0.643,0.691,0.106,0.72,,110.0,124.0,126.0,126.0,82.0,119.0,42.0,184.0,,37.4,30.2
9.0,Marcus Morris,34.0,37.0,637.0,,0.439,0.47,0.4,0.527,0.861,0.559,0.176,0.439,,92.0,86.0,109.0,96.0,110.0,96.0,70.0,112.0,,-8.5,-10.0
10.0,Danuel House Jr.,30.0,34.0,509.0,,0.448,0.582,0.3,0.519,0.761,0.575,0.438,0.476,,94.0,107.0,82.0,95.0,97.0,99.0,174.0,121.0,,-6.0,-1.7
11.0,KJ Martin,23.0,40.0,453.0,,0.565,0.613,0.267,0.583,0.481,0.58,0.25,0.139,,119.0,112.0,73.0,107.0,61.0,100.0,99.0,35.0,,7.7,-0.5
12.0,Robert Covington,33.0,26.0,419.0,,0.449,0.561,0.354,0.545,0.875,0.593,0.27,0.539,,94.0,103.0,96.0,100.0,112.0,102.0,107.0,138.0,,-0.5,2.1
13.0,Jaden Springer,21.0,32.0,377.0,,0.39,0.469,0.216,0.424,0.824,0.481,0.288,0.314,,82.0,86.0,59.0,77.0,105.0,83.0,114.0,80.0,,-29.2,-26.7
14.0,Mo Bamba,25.0,35.0,370.0,,0.473,0.494,0.414,0.527,0.586,0.542,0.264,0.264,,99.0,91.0,113.0,96.0,75.0,93.0,104.0,67.0,,-4.5,-9.9
15.0,Furkan Korkmaz,26.0,35.0,300.0,,0.395,0.444,0.35,0.487,0.7,0.519,0.263,0.526,,83.0,81.0,95.0,89.0,89.0,89.0,104.0,134.0,,-9.2,-10.7
16.0,Buddy Hield,31.0,7.0,248.0,,0.471,0.526,0.438,0.608,0.75,0.612,0.039,0.627,,99.0,96.0,119.0,111.0,96.0,105.0,16.0,160.0,,12.3,6.3
17.0,Ricky Council IV,22.0,17.0,156.0,,0.476,0.553,0.25,0.508,0.75,0.594,0.762,0.254,,100.0,101.0,68.0,93.0,96.0,102.0,302.0,65.0,,-5.0,2.1
18.0,Cameron Payne,29.0,7.0,140.0,,0.403,0.469,0.333,0.484,0.9,0.52,0.161,0.484,,85.0,86.0,91.0,88.0,115.0,89.0,64.0,123.0,,-7.9,-8.3
19.0,Terquavion Smith,21.0,12.0,69.0,,0.4,0.444,0.387,0.55,0.667,0.557,0.075,0.775,,84.0,81.0,105.0,100.0,85.0,96.0,30.0,198.0,,0.2,-2.1
20.0,P.J. Tucker,38.0,3.0,66.0,,0.4,,0.4,0.6,,0.6,0.0,1.0,,84.0,,109.0,110.0,,103.0,0.0,255.0,,0.5,0.2
21.0,Kyle Lowry,37.0,2.0,46.0,,0.667,0.8,0.5,0.778,,0.778,0.0,0.444,,140.0,147.0,136.0,142.0,,134.0,0.0,113.0,,4.1,3.5
22.0,Danny Green,36.0,2.0,18.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.5,,0.0,0.0,0.0,0.0,,0.0,0.0,128.0,,-2.2,-2.3
23.0,Kenneth Lofton Jr.,21.0,2.0,9.0,,0.167,0.25,0.0,0.167,,0.167,0.0,0.333,,35.0,46.0,0.0,30.0,,29.0,0.0,85.0,,-4.6,-5.0
24.0,Darius Bazley,23.0,2.0,6.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,-1.1,-1.2
25.0,Filip Petrušev,23.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,0.0,0.0
26.0,Javonte Smart,24.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,0.0,0.0
,Team,,,,,0.471,0.533,0.36,0.535,0.829,0.582,0.288,0.354,,99.0,98.0,98.0,98.0,106.0,100.0,114.0,90.0,,-127.7,-11.2
,,,,,,,,,,,,,,,,,,,,,,,,,
,League Average,,,,,0.476,0.546,0.367,0.548,0.783,0.582,0.252,0.392,,,,,,,,,,,,
