Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,57.0,13730,2409,5109,0.472,650,1808,0.36,1759,3301,0.533,1220,1472,0.829,629,1833,2462,1411,490,329,683,1190,6688
Team/G,,240.9,42.3,89.6,0.472,11.4,31.7,0.36,30.9,57.9,0.533,21.4,25.8,0.829,11.0,32.2,43.2,24.8,8.6,5.8,12.0,20.9,117.3
Lg Rank,,17,19,13,18.0,27,25,22.0,8,2,21.0,1,1,2.0,13,23,19,26,1,8,1,26,12
Year/Year,,-0.6%,3.5%,7.0%,-0.016,-9.7%,-2.8%,-0.027,9.5%,13.2%,-0.018,2.1%,2.9%,-0.006,26.6%,-0.2%,5.5%,-1.6%,11.0%,21.7%,-12.3%,2.2%,1.8%
Opponent,57.0,13730,2354,4976,0.473,673,1909,0.353,1681,3067,0.548,1098,1401,0.784,638,1877,2515,1515,348,346,826,1122,6479
Opponent/G,,240.9,41.3,87.3,0.473,11.8,33.5,0.353,29.5,53.8,0.548,19.3,24.6,0.784,11.2,32.9,44.1,26.6,6.1,6.1,14.5,19.7,113.7
Lg Rank,,17,12,7,17.0,6,7,6.0,17,11,17.0,26,27,14.0,23,14,17,15,1,26,5,11,14
Year/Year,,-0.6%,2.2%,2.2%,0.0,1.7%,0.4%,0.004,2.5%,3.3%,-0.005,4.1%,3.7%,0.002,17.4%,4.1%,7.2%,9.7%,-7.3%,31.0%,1.5%,0.4%,2.5%
