Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Tyrese Maxey,23,52,52,1941,8.6,19.3,0.448,2.9,7.8,0.378,5.7,11.5,0.495,4.7,5.4,0.863,0.5,3.1,3.6,6.2,1.0,0.5,1.7,2.1,24.9
2,Tobias Harris,31,51,51,1722,7.0,14.1,0.499,1.2,3.6,0.341,5.8,10.5,0.553,3.2,3.5,0.899,1.1,5.4,6.5,3.5,1.1,0.6,1.5,1.8,18.4
3,Kelly Oubre Jr.,28,45,32,1309,6.5,14.2,0.456,1.7,5.6,0.312,4.7,8.6,0.55,2.6,3.5,0.732,1.6,4.1,5.6,1.3,1.5,0.7,1.3,3.7,17.2
4,Joel Embiid,29,34,34,1157,12.5,23.5,0.533,1.3,3.5,0.366,11.2,20.0,0.562,11.1,12.5,0.883,2.8,9.2,11.9,6.0,1.2,1.9,3.9,3.0,37.4
5,Paul Reed,24,57,21,1035,5.8,10.7,0.544,0.4,1.2,0.343,5.4,9.5,0.57,1.1,1.6,0.733,4.3,6.7,11.0,2.4,1.4,1.7,1.4,4.8,13.2
6,De'Anthony Melton,25,35,33,993,4.9,12.5,0.393,2.7,7.4,0.366,2.2,5.1,0.433,2.4,2.9,0.835,1.0,4.0,4.9,4.0,2.0,0.5,1.4,2.9,15.0
7,Patrick Beverley,35,47,5,919,4.1,9.4,0.432,1.4,4.3,0.321,2.7,5.2,0.523,2.0,2.5,0.81,1.2,4.5,5.7,5.6,0.9,0.7,1.9,3.3,11.5
8,Nicolas Batum,35,34,29,828,3.0,5.7,0.523,1.9,4.1,0.463,1.1,1.6,0.676,0.4,0.6,0.643,1.8,3.7,5.6,3.2,0.9,0.9,0.9,3.0,8.3
9,Marcus Morris,34,37,7,637,5.1,11.6,0.439,2.0,5.1,0.4,3.1,6.5,0.47,1.8,2.0,0.861,1.0,5.1,6.2,1.5,0.7,0.6,1.1,3.4,14.0
10,Danuel House Jr.,30,34,4,509,3.3,7.4,0.448,1.1,3.5,0.3,2.3,3.9,0.582,2.5,3.3,0.761,1.1,3.0,4.1,2.0,1.1,0.4,1.3,3.2,10.2
11,KJ Martin,23,40,2,453,4.8,8.6,0.565,0.3,1.2,0.267,4.5,7.4,0.613,1.0,2.1,0.481,1.4,4.5,5.9,2.4,1.1,0.4,1.5,4.7,11.0
12,Robert Covington,33,26,3,419,3.4,7.6,0.449,1.5,4.1,0.354,2.0,3.5,0.561,1.8,2.1,0.875,2.5,5.2,7.6,1.5,2.8,1.4,0.9,4.2,10.1
13,Jaden Springer,21,32,1,377,4.4,11.3,0.39,0.8,3.5,0.216,3.6,7.7,0.469,2.7,3.2,0.824,2.4,3.2,5.5,3.3,2.4,1.1,2.5,4.7,12.2
14,Mo Bamba,25,35,0,370,5.1,10.7,0.473,1.2,2.8,0.414,3.9,7.9,0.494,1.7,2.8,0.586,4.5,7.9,12.4,2.4,1.2,3.3,2.3,5.0,12.9
15,Furkan Korkmaz,26,35,0,300,3.6,9.1,0.395,1.7,4.8,0.35,1.9,4.3,0.444,1.7,2.4,0.7,0.5,3.1,3.6,3.0,1.7,0.4,1.2,2.0,10.6
16,Buddy Hield,31,7,7,248,7.0,14.8,0.471,4.1,9.3,0.438,2.9,5.5,0.526,0.4,0.6,0.75,0.6,3.0,3.6,6.0,1.2,0.1,2.5,3.3,18.4
17,Ricky Council IV,22,17,0,156,6.9,14.5,0.476,0.9,3.7,0.25,6.0,10.8,0.553,8.3,11.1,0.75,2.5,5.1,7.6,1.4,0.5,0.0,0.5,1.8,23.1
18,Cameron Payne,29,7,1,140,6.4,15.9,0.403,2.6,7.7,0.333,3.9,8.2,0.469,2.3,2.6,0.9,1.0,1.8,2.8,5.4,0.8,0.3,1.3,1.8,17.7
19,Terquavion Smith,21,12,0,69,8.3,20.9,0.4,6.3,16.2,0.387,2.1,4.7,0.444,1.0,1.6,0.667,0.0,1.0,1.0,5.2,3.7,0.0,2.1,2.1,24.0
20,P.J. Tucker,38,3,3,66,1.1,2.7,0.4,1.1,2.7,0.4,0.0,0.0,,0.0,0.0,,0.5,7.1,7.6,0.0,1.6,1.1,1.1,4.9,3.3
21,Kyle Lowry,37,2,0,46,4.7,7.0,0.667,1.6,3.1,0.5,3.1,3.9,0.8,0.0,0.0,,1.6,3.1,4.7,6.3,1.6,0.0,3.1,3.9,11.0
22,Danny Green,36,2,0,18,0.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,4.0,4.0,2.0,2.0,0.0,0.0,2.0,0.0
23,Kenneth Lofton Jr.,21,2,0,9,4.0,24.0,0.167,0.0,8.0,0.0,4.0,16.0,0.25,0.0,0.0,,0.0,12.0,12.0,0.0,0.0,0.0,8.0,0.0,8.0
24,Darius Bazley,23,2,0,6,0.0,6.0,0.0,0.0,0.0,,0.0,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0
25,Filip Petrušev,23,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Javonte Smart,24,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
