Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
13,Jaden Springer,21,32,1,377,5.9,15.2,0.39,1.0,4.8,0.216,4.9,10.4,0.469,3.6,4.4,0.824,3.2,4.3,7.5,4.5,3.2,1.4,3.4,6.3,16.5,,100.0,113
14,Mo Bamba,25,35,0,370,6.8,14.5,0.473,1.6,3.8,0.414,5.3,10.6,0.494,2.2,3.8,0.586,6.0,10.6,16.7,3.3,1.6,4.5,3.2,6.7,17.5,,111.0,109
15,Furkan Korkmaz,26,35,0,300,4.9,12.3,0.395,2.3,6.5,0.35,2.6,5.8,0.444,2.3,3.2,0.7,0.6,4.2,4.9,4.1,2.3,0.5,1.6,2.8,14.3,,108.0,116
16,Buddy Hield,31,7,7,248,9.4,20.0,0.471,5.5,12.5,0.438,3.9,7.5,0.526,0.6,0.8,0.75,0.8,4.1,4.9,8.0,1.6,0.2,3.3,4.5,24.9,,117.0,118
17,Ricky Council IV,22,17,0,156,9.4,19.6,0.476,1.2,5.0,0.25,8.1,14.7,0.553,11.2,15.0,0.75,3.4,6.9,10.3,1.9,0.6,0.0,0.6,2.5,31.2,,130.0,119
18,Cameron Payne,29,7,1,140,8.7,21.5,0.403,3.5,10.4,0.333,5.2,11.1,0.469,3.1,3.5,0.9,1.4,2.4,3.8,7.3,1.0,0.3,1.7,2.4,24.0,,115.0,120
19,Terquavion Smith,21,12,0,69,11.3,28.2,0.4,8.5,21.8,0.387,2.8,6.3,0.444,1.4,2.1,0.667,0.0,1.4,1.4,7.0,4.9,0.0,2.8,2.8,32.4,,111.0,112
20,P.J. Tucker,38,3,3,66,1.5,3.7,0.4,1.5,3.7,0.4,0.0,0.0,,0.0,0.0,,0.7,9.6,10.3,0.0,2.2,1.5,1.5,6.6,4.4,,88.0,111
21,Kyle Lowry,37,2,0,46,6.3,9.5,0.667,2.1,4.2,0.5,4.2,5.3,0.8,0.0,0.0,,2.1,4.2,6.3,8.5,2.1,0.0,4.2,5.3,14.8,,124.0,117
22,Danny Green,36,2,0,18,0.0,5.4,0.0,0.0,2.7,0.0,0.0,2.7,0.0,0.0,0.0,,0.0,5.4,5.4,2.7,2.7,0.0,0.0,2.7,0.0,,33.0,115
23,Kenneth Lofton Jr.,21,2,0,9,5.4,32.4,0.167,0.0,10.8,0.0,5.4,21.6,0.25,0.0,0.0,,0.0,16.2,16.2,0.0,0.0,0.0,10.8,0.0,10.8,,27.0,114
24,Darius Bazley,23,2,0,6,0.0,8.1,0.0,0.0,0.0,,0.0,8.1,0.0,0.0,0.0,,0.0,0.0,0.0,8.1,0.0,0.0,8.1,0.0,0.0,,28.0,124
25,Filip Petrušev,23,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,16.2,16.2,0.0,0.0,0.0,0.0,0.0,0.0,,,114
26,Javonte Smart,24,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,124
