Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1,Tyrese Maxey,23,52,52,1941,11.7,26.1,0.448,4.0,10.5,0.378,7.7,15.6,0.495,6.3,7.3,0.863,0.7,4.2,4.9,8.3,1.3,0.6,2.2,2.9,33.6,,121.0,118
2,Tobias Harris,31,51,51,1722,9.5,19.0,0.499,1.6,4.8,0.341,7.9,14.2,0.553,4.3,4.7,0.899,1.5,7.2,8.8,4.7,1.5,0.8,2.0,2.4,24.9,,120.0,115
3,Kelly Oubre Jr.,28,45,32,1309,8.7,19.1,0.456,2.3,7.5,0.312,6.4,11.6,0.55,3.5,4.7,0.732,2.1,5.5,7.6,1.8,2.0,0.9,1.7,4.9,23.3,,111.0,115
4,Joel Embiid,29,34,34,1157,16.9,31.7,0.533,1.7,4.7,0.366,15.2,27.0,0.562,15.0,16.9,0.883,3.7,12.4,16.1,8.1,1.6,2.5,5.3,4.1,50.5,,126.0,110
5,Paul Reed,24,57,21,1035,7.8,14.4,0.544,0.6,1.6,0.343,7.3,12.8,0.57,1.6,2.1,0.733,5.9,9.0,14.9,3.2,1.8,2.3,1.9,6.5,17.8,,124.0,112
6,De'Anthony Melton,25,35,33,993,6.7,16.9,0.393,3.7,10.0,0.366,3.0,6.9,0.433,3.2,3.9,0.835,1.3,5.3,6.7,5.3,2.7,0.7,1.9,4.0,20.2,,114.0,114
7,Patrick Beverley,35,47,5,919,5.5,12.8,0.432,1.9,5.8,0.321,3.7,7.0,0.523,2.7,3.3,0.81,1.6,6.1,7.7,7.6,1.3,1.0,2.6,4.4,15.6,,115.0,116
8,Nicolas Batum,35,34,29,828,4.1,7.8,0.523,2.6,5.6,0.463,1.5,2.2,0.676,0.5,0.8,0.643,2.5,5.1,7.5,4.3,1.2,1.2,1.2,4.0,11.2,,139.0,117
9,Marcus Morris,34,37,7,637,6.9,15.6,0.439,2.7,6.9,0.4,4.1,8.8,0.47,2.4,2.7,0.861,1.4,6.9,8.3,2.0,1.0,0.8,1.5,4.7,18.9,,113.0,117
10,Danuel House Jr.,30,34,4,509,4.5,10.0,0.448,1.4,4.8,0.3,3.1,5.3,0.582,3.3,4.4,0.761,1.5,4.0,5.5,2.7,1.4,0.5,1.8,4.3,13.8,,114.0,118
11,KJ Martin,23,40,2,453,6.5,11.6,0.565,0.4,1.6,0.267,6.1,10.0,0.613,1.4,2.9,0.481,1.8,6.1,7.9,3.2,1.5,0.5,2.0,6.3,14.9,,112.0,116
12,Robert Covington,33,26,3,419,4.6,10.3,0.449,2.0,5.6,0.354,2.7,4.8,0.561,2.4,2.8,0.875,3.4,7.0,10.3,2.0,3.8,1.9,1.3,5.7,13.7,,125.0,109
