Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Giannis Antetokounmpo,29,56,56,1965,11.8,19.2,0.616,0.5,1.8,0.268,11.3,17.4,0.652,7.5,11.4,0.655,2.6,9.0,11.6,6.6,1.4,1.1,3.6,3.0,31.6
2,Damian Lillard,33,53,53,1856,7.6,17.9,0.423,3.0,8.7,0.342,4.6,9.2,0.499,7.1,7.7,0.924,0.6,3.8,4.4,7.0,1.1,0.2,2.7,1.8,25.2
3,Brook Lopez,35,55,55,1734,5.6,11.6,0.483,2.1,6.0,0.343,3.6,5.6,0.633,1.6,1.9,0.839,1.8,4.6,6.3,1.9,0.7,3.1,1.1,2.9,14.9
4,Malik Beasley,27,56,56,1658,5.1,10.7,0.473,3.6,8.0,0.452,1.5,2.8,0.531,0.3,0.5,0.64,0.8,3.9,4.7,1.7,1.0,0.1,0.8,2.5,14.1
5,Bobby Portis,28,58,1,1383,7.8,15.7,0.498,1.8,4.6,0.389,6.0,11.1,0.542,1.9,2.4,0.791,2.4,7.9,10.3,1.7,1.1,0.6,1.5,3.6,19.3
6,Khris Middleton,32,43,43,1129,7.7,15.8,0.487,2.3,6.2,0.378,5.4,9.7,0.556,2.5,3.0,0.832,0.8,5.0,5.9,6.9,1.2,0.4,2.8,3.3,20.3
7,Pat Connaughton,31,52,2,1108,3.2,6.9,0.465,1.9,4.8,0.389,1.3,2.1,0.641,0.6,0.9,0.69,1.1,4.5,5.7,3.2,0.8,0.4,1.1,2.1,9.0
8,Cameron Payne,29,47,2,702,5.2,11.4,0.455,2.7,6.7,0.397,2.5,4.7,0.538,1.9,2.3,0.841,0.3,2.9,3.2,5.6,1.1,0.2,1.6,3.7,14.9
9,Jae Crowder,33,27,11,678,3.3,8.0,0.42,1.8,5.2,0.347,1.5,2.8,0.558,0.8,1.3,0.667,0.6,4.5,5.2,2.3,1.2,0.3,0.8,2.4,9.3
10,MarJon Beauchamp,23,41,1,571,4.5,9.4,0.477,1.7,4.4,0.391,2.8,5.0,0.55,1.2,1.8,0.679,1.4,4.4,5.8,1.8,0.8,0.4,1.7,3.2,11.9
11,Andre Jackson Jr.,22,46,8,498,3.3,6.3,0.529,1.1,2.9,0.375,2.2,3.4,0.66,0.6,0.8,0.727,2.6,4.1,6.7,3.1,1.0,0.3,1.5,5.9,8.3
12,A.J. Green,24,37,0,339,5.6,13.0,0.434,4.8,11.4,0.421,0.8,1.6,0.533,0.8,0.8,1.0,0.6,3.4,4.0,2.2,0.3,0.2,0.4,3.6,16.9
13,Thanasis Antetokounmpo,31,24,0,110,3.9,7.2,0.545,0.0,0.3,0.0,3.9,6.9,0.571,0.0,0.0,,1.6,1.3,2.9,3.9,1.0,1.3,3.3,6.5,7.9
14,Patrick Beverley,35,6,0,92,3.1,9.8,0.32,2.0,5.9,0.333,1.2,3.9,0.3,0.4,0.8,0.5,1.6,2.7,4.3,5.9,1.6,0.4,2.0,3.9,8.6
15,Robin Lopez,35,16,2,65,3.9,10.5,0.368,1.1,4.4,0.25,2.8,6.1,0.455,1.1,1.1,1.0,1.7,1.1,2.8,2.2,0.6,1.7,1.1,3.9,10.0
16,Chris Livingston,20,15,0,62,4.1,8.1,0.5,0.6,0.6,1.0,3.5,7.5,0.462,1.2,1.2,1.0,1.2,7.0,8.1,2.3,1.2,0.0,1.7,4.1,9.9
17,TyTy Washington Jr.,22,5,0,21,1.7,12.0,0.143,1.7,5.1,0.333,0.0,6.9,0.0,0.0,0.0,,0.0,1.7,1.7,1.7,3.4,0.0,3.4,0.0,5.1
18,Danilo Gallinari,35,2,0,14,0.0,7.7,0.0,0.0,2.6,0.0,0.0,5.1,0.0,0.0,0.0,,2.6,0.0,2.6,7.7,2.6,0.0,2.6,5.1,0.0
19,Lindell Wigginton,25,3,0,8,9.0,22.5,0.4,0.0,9.0,0.0,9.0,13.5,0.667,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,27.0
20,Marques Bolden,25,2,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,24.0,24.0,0.0,0.0,0.0,0.0,12.0,0.0
