Rk,Unnamed: 1,Salary
1,Damian Lillard,"$45,640,084"
2,Giannis Antetokounmpo,"$45,640,084"
3,Khris Middleton,"$29,320,988"
4,Brook Lopez,"$25,000,000"
5,Bobby Portis,"$11,710,818"
6,Pat Connaughton,"$9,423,869"
7,MarJon Beauchamp,"$2,609,400"
8,Malik Beasley,"$2,019,706"
9,Jae Crowder,"$2,019,706"
10,Patrick Beverley,"$2,019,706"
11,Thanasis Antetokounmpo,"$2,019,706"
12,A.J. Green,"$1,901,769"
13,Andre Jackson Jr.,"$1,119,563"
14,Chris Livingston,"$1,119,563"
