Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1.0,Giannis Antetokounmpo,29.0,56,56.0,1965,645,1047,0.616,26,97,0.268,619,950,0.652,0.628,409,624,0.655,141,490,631,360,74,59,197,165,1725
2.0,Damian Lillard,33.0,53,53.0,1856,391,925,0.423,154,450,0.342,237,475,0.499,0.506,365,395,0.924,29,198,227,362,57,11,137,93,1301
3.0,Brook Lopez,35.0,55,55.0,1734,270,559,0.483,99,289,0.343,171,270,0.633,0.572,78,93,0.839,85,220,305,91,34,151,53,140,717
4.0,Malik Beasley,27.0,56,56.0,1658,234,495,0.473,166,367,0.452,68,128,0.531,0.64,16,25,0.64,36,180,216,77,46,6,39,117,650
5.0,Bobby Portis,28.0,58,1.0,1383,300,603,0.498,68,175,0.389,232,428,0.542,0.554,72,91,0.791,94,303,397,64,42,23,56,139,740
6.0,Khris Middleton,32.0,43,43.0,1129,242,497,0.487,73,193,0.378,169,304,0.556,0.56,79,95,0.832,26,158,184,216,38,13,89,104,636
7.0,Pat Connaughton,31.0,52,2.0,1108,99,213,0.465,58,149,0.389,41,64,0.641,0.601,20,29,0.69,35,139,174,99,26,13,33,64,276
8.0,Cameron Payne,29.0,47,2.0,702,101,222,0.455,52,131,0.397,49,91,0.538,0.572,37,44,0.841,5,57,62,109,22,3,31,73,291
9.0,Jae Crowder,33.0,27,11.0,678,63,150,0.42,34,98,0.347,29,52,0.558,0.533,16,24,0.667,12,85,97,43,22,6,15,45,176
10.0,MarJon Beauchamp,23.0,41,1.0,571,71,149,0.477,27,69,0.391,44,80,0.55,0.567,19,28,0.679,22,70,92,29,12,6,27,51,188
11.0,Andre Jackson Jr.,22.0,46,8.0,498,46,87,0.529,15,40,0.375,31,47,0.66,0.615,8,11,0.727,36,57,93,43,14,4,21,82,115
12.0,A.J. Green,24.0,37,0.0,339,53,122,0.434,45,107,0.421,8,15,0.533,0.619,8,8,1.0,6,32,38,21,3,2,4,34,159
13.0,Thanasis Antetokounmpo,31.0,24,0.0,110,12,22,0.545,0,1,0.0,12,21,0.571,0.545,0,0,,5,4,9,12,3,4,10,20,24
14.0,Patrick Beverley,35.0,6,0.0,92,8,25,0.32,5,15,0.333,3,10,0.3,0.42,1,2,0.5,4,7,11,15,4,1,5,10,22
15.0,Robin Lopez,35.0,16,2.0,65,7,19,0.368,2,8,0.25,5,11,0.455,0.421,2,2,1.0,3,2,5,4,1,3,2,7,18
16.0,Chris Livingston,20.0,15,0.0,62,7,14,0.5,1,1,1.0,6,13,0.462,0.536,2,2,1.0,2,12,14,4,2,0,3,7,17
17.0,TyTy Washington Jr.,22.0,5,0.0,21,1,7,0.143,1,3,0.333,0,4,0.0,0.214,0,0,,0,1,1,1,2,0,2,0,3
18.0,Danilo Gallinari,35.0,2,0.0,14,0,3,0.0,0,1,0.0,0,2,0.0,0.0,0,0,,1,0,1,3,1,0,1,2,0
19.0,Lindell Wigginton,25.0,3,0.0,8,2,5,0.4,0,2,0.0,2,3,0.667,0.4,2,2,1.0,0,0,0,0,0,0,1,1,6
20.0,Marques Bolden,25.0,2,0.0,3,0,0,,0,0,,0,0,,,0,0,,0,2,2,0,0,0,0,1,0
,,,58,,13995,2552,5164,0.494,826,2196,0.376,1726,2968,0.582,0.574,1134,1475,0.769,542,2017,2559,1553,403,305,752,1155,7064
