Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Giannis Antetokounmpo,29,56,56,35.1,11.5,18.7,0.616,0.5,1.7,0.268,11.1,17.0,0.652,0.628,7.3,11.1,0.655,2.5,8.8,11.3,6.4,1.3,1.1,3.5,2.9,30.8
2,Damian Lillard,33,53,53,35.0,7.4,17.5,0.423,2.9,8.5,0.342,4.5,9.0,0.499,0.506,6.9,7.5,0.924,0.5,3.7,4.3,6.8,1.1,0.2,2.6,1.8,24.5
3,Brook Lopez,35,55,55,31.5,4.9,10.2,0.483,1.8,5.3,0.343,3.1,4.9,0.633,0.572,1.4,1.7,0.839,1.5,4.0,5.5,1.7,0.6,2.7,1.0,2.5,13.0
4,Malik Beasley,27,56,56,29.6,4.2,8.8,0.473,3.0,6.6,0.452,1.2,2.3,0.531,0.64,0.3,0.4,0.64,0.6,3.2,3.9,1.4,0.8,0.1,0.7,2.1,11.6
5,Khris Middleton,32,43,43,26.3,5.6,11.6,0.487,1.7,4.5,0.378,3.9,7.1,0.556,0.56,1.8,2.2,0.832,0.6,3.7,4.3,5.0,0.9,0.3,2.1,2.4,14.8
6,Jae Crowder,33,27,11,25.1,2.3,5.6,0.42,1.3,3.6,0.347,1.1,1.9,0.558,0.533,0.6,0.9,0.667,0.4,3.1,3.6,1.6,0.8,0.2,0.6,1.7,6.5
7,Bobby Portis,28,58,1,23.8,5.2,10.4,0.498,1.2,3.0,0.389,4.0,7.4,0.542,0.554,1.2,1.6,0.791,1.6,5.2,6.8,1.1,0.7,0.4,1.0,2.4,12.8
8,Pat Connaughton,31,52,2,21.3,1.9,4.1,0.465,1.1,2.9,0.389,0.8,1.2,0.641,0.601,0.4,0.6,0.69,0.7,2.7,3.3,1.9,0.5,0.3,0.6,1.2,5.3
9,Patrick Beverley,35,6,0,15.3,1.3,4.2,0.32,0.8,2.5,0.333,0.5,1.7,0.3,0.42,0.2,0.3,0.5,0.7,1.2,1.8,2.5,0.7,0.2,0.8,1.7,3.7
10,Cameron Payne,29,47,2,14.9,2.1,4.7,0.455,1.1,2.8,0.397,1.0,1.9,0.538,0.572,0.8,0.9,0.841,0.1,1.2,1.3,2.3,0.5,0.1,0.7,1.6,6.2
11,MarJon Beauchamp,23,41,1,13.9,1.7,3.6,0.477,0.7,1.7,0.391,1.1,2.0,0.55,0.567,0.5,0.7,0.679,0.5,1.7,2.2,0.7,0.3,0.1,0.7,1.2,4.6
12,Andre Jackson Jr.,22,46,8,10.8,1.0,1.9,0.529,0.3,0.9,0.375,0.7,1.0,0.66,0.615,0.2,0.2,0.727,0.8,1.2,2.0,0.9,0.3,0.1,0.5,1.8,2.5
13,A.J. Green,24,37,0,9.2,1.4,3.3,0.434,1.2,2.9,0.421,0.2,0.4,0.533,0.619,0.2,0.2,1.0,0.2,0.9,1.0,0.6,0.1,0.1,0.1,0.9,4.3
14,Danilo Gallinari,35,2,0,7.0,0.0,1.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.5,0.0,0.5,1.5,0.5,0.0,0.5,1.0,0.0
15,Thanasis Antetokounmpo,31,24,0,4.6,0.5,0.9,0.545,0.0,0.0,0.0,0.5,0.9,0.571,0.545,0.0,0.0,,0.2,0.2,0.4,0.5,0.1,0.2,0.4,0.8,1.0
16,TyTy Washington Jr.,22,5,0,4.2,0.2,1.4,0.143,0.2,0.6,0.333,0.0,0.8,0.0,0.214,0.0,0.0,,0.0,0.2,0.2,0.2,0.4,0.0,0.4,0.0,0.6
17,Robin Lopez,35,16,2,4.1,0.4,1.2,0.368,0.1,0.5,0.25,0.3,0.7,0.455,0.421,0.1,0.1,1.0,0.2,0.1,0.3,0.3,0.1,0.2,0.1,0.4,1.1
18,Chris Livingston,20,15,0,4.1,0.5,0.9,0.5,0.1,0.1,1.0,0.4,0.9,0.462,0.536,0.1,0.1,1.0,0.1,0.8,0.9,0.3,0.1,0.0,0.2,0.5,1.1
19,Lindell Wigginton,25,3,0,2.7,0.7,1.7,0.4,0.0,0.7,0.0,0.7,1.0,0.667,0.4,0.7,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,2.0
20,Marques Bolden,25,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0
