Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,58.0,13995,2552,5164,0.494,826,2196,0.376,1726,2968,0.582,1134,1475,0.769,542,2017,2559,1553,403,305,752,1155,7064
Team/G,,241.3,44.0,89.0,0.494,14.2,37.9,0.376,29.8,51.2,0.582,19.6,25.4,0.769,9.3,34.8,44.1,26.8,6.9,5.3,13.0,19.9,121.8
Lg Rank,,4,4,18,5.0,5,7,8.0,14,26,2.0,4,2,20.0,26,3,12,13,22,13,8,21,2
Year/Year,,-0.2%,3.0%,-1.5%,0.021,-4.0%,-6.1%,0.008,6.7%,2.2%,0.024,17.5%,13.5%,0.026,-16.2%,-7.2%,-9.3%,3.8%,9.4%,7.0%,-11.3%,10.3%,4.2%
Opponent,58.0,13995,2550,5404,0.472,711,2004,0.355,1839,3400,0.541,1049,1300,0.807,626,1943,2569,1535,404,241,701,1159,6860
Opponent/G,,241.3,44.0,93.2,0.472,12.3,34.6,0.355,31.7,58.6,0.541,18.1,22.4,0.807,10.8,33.5,44.3,26.5,7.0,4.2,12.1,20.0,118.3
Lg Rank,,4,22,28,15.0,9,11,7.0,26,28,12.0,20,19,27.0,17,18,19,14,11,3,28,7,24
Year/Year,,-0.2%,3.5%,-0.1%,0.016,1.4%,1.2%,0.001,4.3%,-0.8%,0.027,11.2%,6.9%,0.031,0.7%,0.1%,0.2%,10.6%,-1.2%,5.5%,2.2%,5.2%,4.4%
