Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,DeMar DeRozan,34,55,55,37.7,7.8,16.5,0.47,0.9,2.8,0.338,6.8,13.7,0.497,0.499,6.1,7.2,0.853,0.6,3.5,4.1,5.3,1.1,0.6,1.5,2.2,22.6
2,Coby White,23,57,57,36.3,6.9,15.2,0.457,2.9,7.2,0.395,4.1,7.9,0.514,0.551,2.8,3.3,0.832,0.5,4.2,4.7,5.2,0.7,0.2,2.2,2.4,19.5
3,Zach LaVine,28,25,23,34.9,6.8,15.0,0.452,2.4,6.8,0.349,4.4,8.3,0.536,0.531,3.5,4.1,0.854,0.3,4.8,5.2,3.9,0.8,0.3,2.1,2.3,19.5
4,Nikola Vučević,33,52,50,34.4,7.5,15.9,0.474,1.1,4.1,0.274,6.4,11.8,0.544,0.51,1.4,1.7,0.86,2.8,7.9,10.7,3.4,0.7,0.8,1.5,2.6,17.6
5,Patrick Williams,22,43,30,27.3,3.7,8.3,0.443,1.4,3.4,0.399,2.3,4.9,0.474,0.525,1.2,1.5,0.788,1.1,2.8,3.9,1.5,0.9,0.8,1.3,2.0,10.0
6,Alex Caruso,29,49,36,27.2,3.5,7.3,0.48,1.7,4.4,0.395,1.8,2.9,0.61,0.6,1.2,1.5,0.781,1.0,2.8,3.8,2.9,1.4,1.1,1.4,2.5,9.9
7,Ayo Dosunmu,24,55,16,26.0,4.1,8.1,0.503,1.4,3.4,0.417,2.6,4.7,0.566,0.591,0.9,1.1,0.774,0.7,2.0,2.6,2.5,0.8,0.5,1.1,2.1,10.4
8,Torrey Craig,33,33,8,21.0,2.2,5.1,0.425,1.1,3.0,0.374,1.0,2.1,0.5,0.536,0.6,0.8,0.778,1.7,3.1,4.7,1.1,0.6,0.5,0.6,2.3,6.1
9,Andre Drummond,30,57,9,16.7,3.3,6.0,0.553,0.0,0.1,0.0,3.3,5.9,0.558,0.553,1.5,2.6,0.57,3.3,5.3,8.6,0.5,1.1,0.6,1.1,1.7,8.1
10,Jevon Carter,28,54,0,13.7,2.0,5.3,0.373,1.1,3.4,0.335,0.8,1.8,0.444,0.482,0.1,0.1,0.6,0.1,0.7,0.8,1.2,0.5,0.2,0.6,1.0,5.1
11,Dalen Terry,21,37,1,10.2,0.9,2.2,0.395,0.3,1.2,0.227,0.6,1.0,0.595,0.457,0.5,0.6,0.708,0.4,1.4,1.7,1.3,0.4,0.2,0.5,1.4,2.5
12,Terry Taylor,24,20,0,7.1,0.8,1.5,0.552,0.1,0.4,0.143,0.8,1.1,0.682,0.569,0.1,0.1,1.0,0.7,0.8,1.5,0.4,0.2,0.1,0.4,0.7,1.7
13,Julian Phillips,20,32,0,6.8,0.7,1.6,0.44,0.2,0.8,0.25,0.5,0.8,0.615,0.5,0.2,0.3,0.545,0.2,0.5,0.7,0.3,0.0,0.2,0.2,1.0,1.8
14,Adama Sanogo,21,3,0,3.7,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.7,1.0,0.667,0.7,1.3,2.0,0.0,0.0,0.0,0.3,0.0,2.7
15,Onuralp Bitim,24,2,0,3.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
