Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,DeMar DeRozan,34,55,55,2072,7.4,15.8,0.47,0.9,2.7,0.338,6.5,13.1,0.497,5.9,6.9,0.853,0.6,3.4,3.9,5.0,1.1,0.6,1.5,2.1,21.6
2,Coby White,23,57,57,2068,6.9,15.1,0.457,2.8,7.2,0.395,4.1,7.9,0.514,2.8,3.3,0.832,0.5,4.2,4.7,5.2,0.7,0.2,2.2,2.3,19.4
3,Nikola Vučević,33,52,50,1791,7.9,16.6,0.474,1.2,4.3,0.274,6.7,12.3,0.544,1.5,1.7,0.86,2.9,8.3,11.2,3.5,0.7,0.9,1.6,2.7,18.4
4,Ayo Dosunmu,24,55,16,1429,5.6,11.2,0.503,2.0,4.7,0.417,3.7,6.4,0.566,1.2,1.6,0.774,0.9,2.7,3.6,3.5,1.1,0.6,1.5,2.9,14.4
5,Alex Caruso,29,49,36,1335,4.6,9.6,0.48,2.3,5.8,0.395,2.3,3.8,0.61,1.5,2.0,0.781,1.3,3.7,5.0,3.8,1.8,1.5,1.8,3.3,13.1
6,Patrick Williams,22,43,30,1174,4.9,11.0,0.443,1.8,4.5,0.399,3.1,6.5,0.474,1.6,2.0,0.788,1.4,3.7,5.1,2.0,1.2,1.0,1.7,2.7,13.2
7,Andre Drummond,30,57,9,951,7.1,12.9,0.553,0.0,0.1,0.0,7.1,12.8,0.558,3.3,5.7,0.57,7.2,11.4,18.6,1.1,2.3,1.4,2.3,3.7,17.5
8,Zach LaVine,28,25,23,872,7.0,15.5,0.452,2.4,7.0,0.349,4.6,8.5,0.536,3.6,4.3,0.854,0.3,5.0,5.3,4.0,0.9,0.3,2.1,2.4,20.1
9,Jevon Carter,28,54,0,742,5.1,13.8,0.373,3.0,9.0,0.335,2.1,4.8,0.444,0.1,0.2,0.6,0.3,1.8,2.1,3.2,1.4,0.6,1.5,2.7,13.4
10,Torrey Craig,33,33,8,694,3.7,8.7,0.425,1.9,5.1,0.374,1.8,3.5,0.5,1.1,1.4,0.778,2.9,5.2,8.1,1.9,1.0,0.8,1.0,3.9,10.4
11,Dalen Terry,21,37,1,378,3.0,7.7,0.395,1.0,4.2,0.227,2.1,3.5,0.595,1.6,2.3,0.708,1.3,4.8,6.1,4.6,1.2,0.8,1.7,4.9,8.7
12,Julian Phillips,20,32,0,218,3.6,8.3,0.44,1.0,4.0,0.25,2.6,4.3,0.615,1.0,1.8,0.545,1.0,2.5,3.5,1.5,0.2,1.0,1.2,5.3,9.2
13,Terry Taylor,24,20,0,141,4.1,7.4,0.552,0.3,1.8,0.143,3.8,5.6,0.682,0.3,0.3,1.0,3.6,3.8,7.4,1.8,1.0,0.5,1.8,3.3,8.7
14,Adama Sanogo,21,3,0,11,9.8,9.8,1.0,0.0,0.0,,9.8,9.8,1.0,6.5,9.8,0.667,6.5,13.1,19.6,0.0,0.0,0.0,3.3,0.0,26.2
15,Onuralp Bitim,24,2,0,6,0.0,12.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
