Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1,DeMar DeRozan,34,55,55,2072,10.3,21.9,0.47,1.3,3.7,0.338,9.0,18.2,0.497,8.1,9.5,0.853,0.8,4.6,5.4,7.0,1.5,0.8,2.0,2.9,29.9,,122,118
2,Coby White,23,57,57,2068,9.5,20.9,0.457,3.9,10.0,0.395,5.6,10.9,0.514,3.8,4.6,0.832,0.7,5.8,6.5,7.1,1.0,0.3,3.0,3.2,26.8,,116,119
3,Nikola Vučević,33,52,50,1791,10.9,23.0,0.474,1.6,6.0,0.274,9.3,17.0,0.544,2.1,2.4,0.86,4.0,11.4,15.4,4.9,1.0,1.2,2.2,3.7,25.5,,113,114
4,Ayo Dosunmu,24,55,16,1429,7.8,15.4,0.503,2.7,6.5,0.417,5.1,8.9,0.566,1.7,2.2,0.774,1.3,3.8,5.0,4.8,1.6,0.9,2.1,4.0,19.9,,119,118
5,Alex Caruso,29,49,36,1335,6.4,13.3,0.48,3.2,8.0,0.395,3.2,5.3,0.61,2.1,2.7,0.781,1.8,5.2,6.9,5.2,2.5,2.1,2.5,4.6,18.1,,120,113
6,Patrick Williams,22,43,30,1174,6.7,15.2,0.443,2.5,6.3,0.399,4.2,9.0,0.474,2.2,2.8,0.788,2.0,5.1,7.0,2.8,1.7,1.4,2.4,3.7,18.2,,107,116
7,Andre Drummond,30,57,9,951,9.8,17.8,0.553,0.0,0.2,0.0,9.8,17.7,0.558,4.5,7.9,0.57,10.0,15.8,25.7,1.5,3.1,1.9,3.1,5.1,24.2,,118,106
8,Zach LaVine,28,25,23,872,9.7,21.5,0.452,3.4,9.7,0.349,6.3,11.8,0.536,5.0,5.9,0.854,0.5,6.9,7.4,5.6,1.2,0.5,3.0,3.3,27.8,,113,117
9,Jevon Carter,28,54,0,742,7.1,19.1,0.373,4.2,12.4,0.335,3.0,6.6,0.444,0.2,0.3,0.6,0.4,2.5,2.9,4.4,1.9,0.8,2.0,3.8,18.6,,99,118
10,Torrey Craig,33,33,8,694,5.1,12.0,0.425,2.7,7.1,0.374,2.4,4.9,0.5,1.5,1.9,0.778,3.9,7.3,11.2,2.6,1.4,1.1,1.4,5.4,14.4,,121,116
11,Dalen Terry,21,37,1,378,4.2,10.7,0.395,1.3,5.8,0.227,2.9,4.9,0.595,2.2,3.2,0.708,1.8,6.6,8.4,6.3,1.7,1.1,2.4,6.7,12.0,,108,115
12,Julian Phillips,20,32,0,218,5.0,11.4,0.44,1.4,5.5,0.25,3.7,5.9,0.615,1.4,2.5,0.545,1.4,3.4,4.8,2.1,0.2,1.4,1.6,7.3,12.8,,102,120
13,Terry Taylor,24,20,0,141,5.7,10.2,0.552,0.4,2.5,0.143,5.3,7.8,0.682,0.4,0.4,1.0,4.9,5.3,10.2,2.5,1.4,0.7,2.5,4.6,12.0,,114,117
14,Adama Sanogo,21,3,0,11,13.6,13.6,1.0,0.0,0.0,,13.6,13.6,1.0,9.1,13.6,0.667,9.1,18.1,27.2,0.0,0.0,0.0,4.5,0.0,36.2,,149,114
15,Onuralp Bitim,24,2,0,6,0.0,16.6,0.0,0.0,8.3,0.0,0.0,8.3,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,125
