Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,57.0,13880,2377,5093,0.467,671,1864,0.36,1706,3229,0.528,950,1197,0.794,631,1853,2484,1398,441,290,704,1093,6375
Team/G,,243.5,41.7,89.4,0.467,11.8,32.7,0.36,29.9,56.6,0.528,16.7,21.0,0.794,11.1,32.5,43.6,24.5,7.7,5.1,12.4,19.2,111.8
Lg Rank,,10,21,16,22.0,23,22,21.0,11,7,24.0,20,24,9.0,11,19,15,28,11,16,2,15,25
Year/Year,,0.3%,-2.0%,3.0%,-0.023,13.0%,13.3%,-0.001,-6.8%,-2.2%,-0.026,-5.5%,-3.7%,-0.015,30.8%,-4.1%,2.9%,0.3%,-1.5%,12.5%,-7.7%,1.4%,-1.1%
Opponent,57.0,13880,2320,4928,0.471,826,2237,0.369,1494,2691,0.555,981,1256,0.781,571,1911,2482,1588,379,280,816,1070,6447
Opponent/G,,243.5,40.7,86.5,0.471,14.5,39.2,0.369,26.2,47.2,0.555,17.2,22.0,0.781,10.0,33.5,43.5,27.9,6.6,4.9,14.3,18.8,113.1
Lg Rank,,10,7,4,12.0,29,30,18.0,1,1,20.0,11,12,13.0,6,20,15,23,5,13,7,19,11
Year/Year,,0.3%,-0.0%,-0.7%,0.003,9.4%,5.8%,0.012,-4.6%,-5.6%,0.006,0.4%,0.0%,0.003,3.8%,-0.5%,0.5%,7.2%,-0.1%,3.5%,-4.9%,0.1%,1.1%
