Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Mikal Bridges,27,56,56,35.2,7.6,16.9,0.449,2.6,7.0,0.364,5.1,9.9,0.51,0.525,3.8,4.6,0.827,0.8,4.0,4.9,3.7,0.9,0.4,2.2,1.5,21.5
2,Spencer Dinwiddie,30,48,48,30.7,4.1,10.4,0.391,1.9,5.8,0.32,2.2,4.6,0.48,0.48,2.6,3.3,0.781,0.5,2.8,3.3,6.0,0.8,0.2,1.3,1.8,12.6
3,Cam Thomas,22,47,32,29.8,7.6,17.3,0.439,2.0,5.6,0.355,5.6,11.7,0.478,0.496,3.9,4.6,0.843,0.4,2.5,2.9,2.6,0.7,0.3,1.8,2.1,21.0
4,Nic Claxton,24,46,46,29.5,5.3,8.5,0.621,0.0,0.1,0.25,5.3,8.5,0.625,0.622,1.4,2.5,0.57,2.9,7.2,10.1,1.9,0.7,2.2,1.2,2.5,12.0
5,Dorian Finney-Smith,30,47,36,27.9,3.1,7.7,0.409,1.9,5.2,0.373,1.2,2.5,0.483,0.535,0.4,0.6,0.679,1.6,3.0,4.7,1.4,0.7,0.6,0.8,2.3,8.6
6,Cameron Johnson,27,43,40,27.9,4.9,11.0,0.446,2.4,6.1,0.388,2.5,4.8,0.519,0.554,1.3,1.7,0.753,1.1,3.6,4.7,2.5,0.8,0.3,0.9,1.9,13.4
7,Dennis Schröder,30,5,1,25.6,3.2,10.4,0.308,1.4,4.2,0.333,1.8,6.2,0.29,0.375,0.4,1.0,0.4,0.0,2.8,2.8,4.0,0.0,0.0,2.0,2.4,8.2
8,Ben Simmons,27,14,12,24.6,2.9,5.1,0.569,0.0,0.0,,2.9,5.1,0.569,0.569,0.4,1.1,0.4,2.1,6.0,8.1,5.9,0.9,0.6,1.9,2.4,6.3
9,Royce O'Neale,30,49,6,24.5,2.6,6.6,0.388,2.0,5.4,0.366,0.6,1.2,0.483,0.537,0.3,0.4,0.682,0.8,3.7,4.5,2.8,0.7,0.6,1.0,2.4,7.4
10,Dennis Smith Jr.,26,40,1,19.8,2.8,6.5,0.433,0.5,1.8,0.274,2.3,4.7,0.495,0.471,0.9,1.1,0.791,1.0,2.4,3.4,3.9,1.2,0.3,1.3,2.3,7.0
11,Lonnie Walker IV,25,36,0,18.0,4.1,8.9,0.464,2.1,4.8,0.431,2.0,4.0,0.503,0.582,1.0,1.3,0.761,0.3,1.8,2.1,1.5,0.7,0.3,1.0,1.2,11.3
12,Keon Johnson,21,3,0,15.7,2.0,5.3,0.375,1.3,2.7,0.5,0.7,2.7,0.25,0.5,2.7,2.7,1.0,0.7,0.7,1.3,1.0,1.0,0.3,1.0,1.0,8.0
13,Day'Ron Sharpe,22,41,1,15.6,2.9,5.0,0.58,0.0,0.2,0.25,2.9,4.9,0.593,0.585,1.5,2.4,0.622,2.8,4.0,6.8,1.4,0.5,0.8,1.1,2.3,7.4
14,Jalen Wilson,23,18,1,13.2,1.7,3.4,0.5,0.6,1.2,0.5,1.1,2.2,0.5,0.589,0.9,1.1,0.895,1.1,1.3,2.3,1.2,0.3,0.1,0.2,1.1,5.0
15,Dariq Whitehead,19,2,0,12.0,0.5,2.5,0.2,0.0,1.5,0.0,0.5,1.0,0.5,0.2,0.5,1.0,0.5,0.0,2.0,2.0,1.5,0.0,0.5,0.0,0.0,1.5
16,Trendon Watford,23,39,0,11.9,2.3,4.3,0.545,0.3,0.9,0.382,2.0,3.4,0.586,0.584,0.9,1.1,0.878,0.8,1.8,2.6,1.4,0.4,0.2,0.7,1.6,5.9
17,Armoni Brooks,25,10,0,10.4,1.5,4.6,0.326,1.1,3.2,0.344,0.4,1.4,0.286,0.446,0.1,0.2,0.5,0.7,1.1,1.8,0.5,0.1,0.1,0.3,0.3,4.2
18,Noah Clowney,19,7,0,9.9,1.6,2.6,0.611,0.1,0.6,0.25,1.4,2.0,0.714,0.639,0.9,0.9,1.0,0.9,1.0,1.9,0.9,0.0,0.1,0.4,0.7,4.1
19,Keita Bates-Diop,28,3,0,6.7,1.3,1.7,0.8,0.3,0.3,1.0,1.0,1.3,0.75,0.9,0.0,0.0,,0.0,0.7,0.7,0.0,0.3,0.3,0.3,0.0,3.0
20,Harry Giles,25,16,0,5.1,1.4,2.8,0.5,0.2,0.7,0.273,1.2,2.1,0.576,0.534,0.4,0.8,0.538,0.8,0.9,1.6,0.4,0.1,0.2,0.4,0.9,3.4
