Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
18,Jordan Nwora,25,12,1,11.9,1.7,4.3,0.385,0.8,2.1,0.36,0.9,2.3,0.407,0.471,1.6,1.8,0.905,0.4,1.8,2.3,1.3,0.5,0.2,0.6,1.2,5.7
19,Otto Porter Jr.,30,15,1,11.6,0.9,2.2,0.424,0.5,1.5,0.348,0.4,0.7,0.6,0.545,0.2,0.2,1.0,0.4,1.5,1.9,0.5,0.3,0.3,0.1,1.3,2.6
20,Jalen McDaniels,26,34,0,8.8,1.0,3.1,0.33,0.3,1.6,0.208,0.7,1.6,0.453,0.382,0.4,0.6,0.7,0.3,1.0,1.2,0.5,0.3,0.1,0.5,0.9,2.8
21,Mouhamadou Gueye,25,1,0,6.0,1.0,3.0,0.333,0.0,0.0,,1.0,3.0,0.333,0.333,0.0,0.0,,2.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,2.0
22,Garrett Temple,37,16,0,4.3,0.5,1.3,0.381,0.1,0.6,0.222,0.4,0.8,0.5,0.429,0.3,0.4,0.833,0.3,0.4,0.7,0.4,0.2,0.0,0.3,0.4,1.4
23,Markquis Nowell,24,1,0,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
24,Ron Harper Jr.,23,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
25,D.J. Carton,23,1,0,4.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0
26,Kira Lewis Jr.,22,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27,Javon Freeman-Liberty,24,2,0,2.0,0.5,1.5,0.333,0.0,0.0,,0.5,1.5,0.333,0.333,0.0,0.0,,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0
