Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,Unnamed: 14_level_0,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 21_level_0,% of FG Ast'd,% of FG Ast'd,Unnamed: 24_level_0,Dunks,Dunks,Unnamed: 27_level_0,Corner 3s,Corner 3s,Unnamed: 30_level_0,Heaves,Heaves
Rk,Player,Age,G,MP,FG%,Dist.,Unnamed: 7_level_1,2P,0-3,3-10,10-16,16-3P,3P,Unnamed: 14_level_1,2P,0-3,3-10,10-16,16-3P,3P,Unnamed: 21_level_1,2P,3P,Unnamed: 24_level_1,%FGA,#,Unnamed: 27_level_1,%3PA,3P%,Unnamed: 30_level_1,Att.,#
1,Scottie Barnes,22,57,2002,0.476,12.5,,0.684,0.264,0.269,0.08,0.07,0.316,,0.534,0.729,0.436,0.292,0.46,0.35,,0.456,0.909,,0.084,69,,0.148,0.381,,1,0
2,Dennis Schröder,30,51,1559,0.442,15.3,,0.606,0.19,0.163,0.157,0.097,0.394,,0.501,0.613,0.407,0.466,0.5,0.35,,0.394,0.922,,0.0,0,,0.209,0.348,,4,0
3,Gary Trent Jr.,25,52,1379,0.42,18.9,,0.438,0.099,0.104,0.114,0.121,0.562,,0.421,0.604,0.411,0.328,0.369,0.419,,0.616,0.929,,0.011,5,,0.176,0.396,,0,0
4,Pascal Siakam,29,39,1354,0.522,10.7,,0.767,0.284,0.307,0.125,0.051,0.233,,0.584,0.768,0.503,0.474,0.313,0.317,,0.53,0.978,,0.037,22,,0.276,0.475,,0,0
5,Jakob Poeltl,28,46,1229,0.662,3.8,,1.0,0.553,0.347,0.1,0.0,0.0,,0.662,0.803,0.492,0.471,,,,0.818,,,0.079,25,,,,,0,0
6,OG Anunoby,26,27,900,0.489,15.2,,0.492,0.265,0.131,0.056,0.04,0.508,,0.608,0.753,0.405,0.389,0.615,0.374,,0.729,0.951,,0.128,36,,0.405,0.439,,0,0
7,Immanuel Quickley,24,22,710,0.41,16.8,,0.526,0.103,0.239,0.123,0.061,0.474,,0.393,0.563,0.351,0.395,0.263,0.429,,0.438,0.746,,0.003,1,,0.136,0.3,,0,0
8,RJ Barrett,23,20,669,0.542,9.0,,0.74,0.441,0.26,0.031,0.007,0.26,,0.601,0.717,0.44,0.333,0.5,0.373,,0.672,0.964,,0.063,18,,0.347,0.5,,0,0
9,Chris Boucher,31,47,645,0.49,12.6,,0.559,0.368,0.162,0.01,0.02,0.441,,0.623,0.76,0.364,0.5,0.25,0.322,,0.592,1.0,,0.088,16,,0.422,0.263,,0,0
10,Gradey Dick,20,36,558,0.421,17.5,,0.404,0.197,0.096,0.056,0.056,0.596,,0.514,0.657,0.294,0.4,0.5,0.358,,0.838,1.0,,0.039,6,,0.434,0.5,,0,0
11,Malachi Flynn,25,31,474,0.409,17.4,,0.416,0.182,0.139,0.066,0.029,0.584,,0.491,0.52,0.474,0.556,0.25,0.35,,0.429,0.929,,0.0,0,,0.2,0.438,,0,0
12,Precious Achiuwa,24,25,437,0.459,9.5,,0.724,0.418,0.247,0.047,0.012,0.276,,0.528,0.662,0.357,0.25,0.5,0.277,,0.662,1.0,,0.147,21,,0.362,0.294,,0,0
13,Bruce Brown,27,16,421,0.462,10.3,,0.754,0.346,0.231,0.154,0.023,0.246,,0.52,0.756,0.333,0.3,0.333,0.281,,0.686,0.889,,0.046,6,,0.281,0.333,,0,0
14,Thaddeus Young,35,23,350,0.621,4.9,,0.931,0.517,0.333,0.069,0.011,0.069,,0.654,0.689,0.621,0.5,1.0,0.167,,0.755,1.0,,0.057,5,,0.5,0.333,,0,0
15,Jalen McDaniels,26,34,299,0.33,15.3,,0.5,0.151,0.292,0.038,0.019,0.5,,0.453,0.625,0.419,0.25,0.0,0.208,,0.792,0.909,,0.038,4,,0.302,0.375,,0,0
16,Jontay Porter,24,17,221,0.371,15.4,,0.471,0.286,0.1,0.071,0.014,0.529,,0.424,0.5,0.429,0.0,1.0,0.324,,0.714,1.0,,0.057,2,,0.108,0.5,,0,0
17,Otto Porter Jr.,30,15,174,0.424,18.9,,0.303,0.182,0.03,0.091,0.0,0.697,,0.6,0.5,1.0,0.667,,0.348,,1.0,0.875,,0.03,0,,0.391,0.444,,0,0
18,Jordan Nwora,25,12,143,0.385,15.4,,0.519,0.269,0.173,0.038,0.038,0.481,,0.407,0.5,0.444,0.0,0.0,0.36,,0.455,0.667,,0.077,3,,0.2,0.6,,1,0
19,Kelly Olynyk,32,5,91,0.486,9.2,,0.714,0.514,0.143,0.057,0.0,0.286,,0.6,0.556,0.6,1.0,,0.2,,0.533,1.0,,0.029,1,,0.3,0.667,,0,0
20,Ochai Agbaji,23,5,73,0.423,15.4,,0.423,0.346,0.038,0.038,0.0,0.577,,0.545,0.556,0.0,1.0,,0.333,,0.5,1.0,,0.0,0,,0.467,0.571,,0,0
21,Garrett Temple,37,16,69,0.381,13.6,,0.571,0.286,0.19,0.0,0.095,0.429,,0.5,0.833,0.25,,0.0,0.222,,0.5,1.0,,0.095,2,,0.556,0.4,,0,0
22,Mouhamadou Gueye,25,1,6,0.333,2.6,,1.0,0.667,0.333,0.0,0.0,0.0,,0.333,0.5,0.0,,,,,1.0,,,0.0,0,,,,,0,0
