Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,57.0,13780,2445,5129,0.477,667,1867,0.357,1778,3262,0.545,950,1264,0.752,644,1845,2489,1665,430,281,764,1053,6507
Team/G,,241.8,42.9,90.0,0.477,11.7,32.8,0.357,31.2,57.2,0.545,16.7,22.2,0.752,11.3,32.4,43.7,29.2,7.5,4.9,13.4,18.5,114.2
Lg Rank,,13,13,10,14.0,24,21,24.0,5,4,15.0,20,15,29.0,7,21,13,3,15,18,16,9,19
Year/Year,,0.1%,2.4%,-1.5%,0.018,9.0%,2.3%,0.022,0.1%,-3.5%,0.02,-9.3%,-5.4%,-0.032,-11.2%,6.8%,1.5%,22.1%,-19.9%,-4.7%,15.0%,-7.7%,1.2%
Opponent,57.0,13780,2516,5172,0.486,756,2016,0.375,1760,3156,0.558,903,1132,0.798,609,1907,2516,1608,385,304,773,1047,6691
Opponent/G,,241.8,44.1,90.7,0.486,13.3,35.4,0.375,30.9,55.4,0.558,15.8,19.9,0.798,10.7,33.5,44.1,28.2,6.8,5.3,13.6,18.4,117.4
Lg Rank,,13,24,22,22.0,19,18,21.0,23,23,24.0,5,3,24.0,14,16,18,25,7,21,18,25,18
Year/Year,,0.1%,9.3%,10.2%,-0.004,8.6%,8.4%,0.001,9.6%,11.4%,-0.009,-13.9%,-14.0%,0.001,15.7%,1.3%,4.4%,7.7%,12.6%,16.3%,-18.7%,-6.1%,5.4%
