Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Unnamed: 14_level_0,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0
10.0,Gradey Dick,20.0,36.0,558.0,,0.421,0.514,0.358,0.528,0.92,0.558,0.14,0.596,,89.0,94.0,98.0,96.0,117.0,96.0,56.0,152.0,,-7.0,-8.9
11.0,Malachi Flynn,25.0,31.0,474.0,,0.409,0.491,0.35,0.511,0.773,0.535,0.161,0.584,,86.0,90.0,95.0,93.0,99.0,92.0,64.0,149.0,,-10.0,-13.7
12.0,Precious Achiuwa,24.0,25.0,437.0,,0.459,0.528,0.277,0.497,0.571,0.512,0.247,0.276,,96.0,97.0,75.0,91.0,73.0,88.0,98.0,71.0,,-17.2,-26.3
13.0,Bruce Brown,27.0,16.0,421.0,,0.462,0.52,0.281,0.496,1.0,0.542,0.177,0.246,,97.0,95.0,77.0,91.0,128.0,93.0,70.0,63.0,,-13.4,-11.1
14.0,Thaddeus Young,35.0,23.0,350.0,,0.621,0.654,0.167,0.626,0.417,0.618,0.138,0.069,,130.0,120.0,45.0,114.0,53.0,106.0,55.0,18.0,,13.7,6.6
15.0,Jalen McDaniels,26.0,34.0,299.0,,0.33,0.453,0.208,0.382,0.7,0.414,0.189,0.5,,69.0,83.0,57.0,70.0,89.0,71.0,75.0,128.0,,-35.1,-38.6
16.0,Jontay Porter,24.0,17.0,221.0,,0.371,0.424,0.324,0.457,0.917,0.498,0.171,0.529,,78.0,78.0,88.0,83.0,117.0,86.0,68.0,135.0,,-12.7,-12.6
17.0,Otto Porter Jr.,30.0,15.0,174.0,,0.424,0.6,0.348,0.545,1.0,0.568,0.091,0.697,,89.0,110.0,95.0,100.0,128.0,98.0,36.0,178.0,,-0.1,-0.9
18.0,Jordan Nwora,25.0,12.0,143.0,,0.385,0.407,0.36,0.471,0.905,0.555,0.404,0.481,,81.0,75.0,98.0,86.0,116.0,95.0,160.0,123.0,,-8.0,-3.3
19.0,Kelly Olynyk,32.0,5.0,91.0,,0.486,0.6,0.2,0.514,1.0,0.584,0.286,0.286,,102.0,110.0,54.0,94.0,128.0,100.0,113.0,73.0,,-2.3,0.1
20.0,Ochai Agbaji,23.0,5.0,73.0,,0.423,0.545,0.333,0.519,0.667,0.531,0.115,0.577,,89.0,100.0,91.0,95.0,85.0,91.0,46.0,147.0,,-1.5,-2.8
21.0,Garrett Temple,37.0,16.0,69.0,,0.381,0.5,0.222,0.429,0.833,0.486,0.286,0.429,,80.0,92.0,61.0,78.0,106.0,84.0,113.0,109.0,,-5.0,-4.5
22.0,Mouhamadou Gueye,25.0,1.0,6.0,,0.333,0.333,,0.333,,0.333,0.0,0.0,,70.0,61.0,,61.0,,57.0,0.0,0.0,,-1.3,-1.5
23.0,Markquis Nowell,24.0,1.0,4.0,,0.0,0.0,,0.0,1.0,0.532,2.0,0.0,,0.0,0.0,,0.0,128.0,91.0,792.0,0.0,,-1.1,-0.2
24.0,Ron Harper Jr.,23.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,0.0,0.0
25.0,Javon Freeman-Liberty,24.0,2.0,4.0,,0.333,0.333,,0.333,,0.333,0.0,0.0,,70.0,61.0,,61.0,,57.0,0.0,0.0,,-1.3,-1.5
26.0,D.J. Carton,23.0,1.0,4.0,,1.0,1.0,,1.0,1.0,1.042,1.0,0.0,,210.0,183.0,,183.0,128.0,179.0,396.0,0.0,,0.9,1.3
27.0,Kira Lewis Jr.,22.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,0.0,0.0
,Team,,,,,0.477,0.545,0.357,0.542,0.752,0.573,0.247,0.364,,100.0,100.0,97.0,99.0,96.0,98.0,98.0,93.0,,-60.4,-109.0
,,,,,,,,,,,,,,,,,,,,,,,,,
,League Average,,,,,0.476,0.546,0.367,0.548,0.783,0.582,0.252,0.392,,,,,,,,,,,,
