,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Anthony Edwards,35:39,9,20,.450,4,11,.364,4,6,.667,0,3,3,9,1,0,0,3,26,+16
1,Rudy Gobert,35:13,8,9,.889,0,0,,0,1,.000,3,8,11,4,1,0,0,3,16,+13
2,Mike Conley,30:35,6,8,.750,6,7,.857,0,0,,0,5,5,9,0,0,1,2,18,+6
3,Karl-Anthony Towns,29:39,7,15,.467,4,6,.667,1,2,.500,2,3,5,1,0,0,1,4,19,+21
4,Jaden McDaniels,19:20,3,5,.600,2,4,.500,0,0,,0,3,3,0,0,2,1,3,8,+16
5,player,,,,,,,,,,,,,,,,,,,,
6,Nickeil Alexander-Walker,25:26,2,7,.286,1,4,.250,2,2,1.000,1,2,3,4,0,0,1,0,7,+20
7,Kyle Anderson,24:12,3,3,1.000,0,0,,2,2,1.000,3,2,5,6,3,0,3,1,8,+9
8,Naz Reid,23:46,6,11,.545,2,4,.500,3,3,1.000,1,3,4,0,1,1,1,1,17,+6
9,Josh Minott,3:53,2,3,.667,1,1,1.000,0,0,,1,0,1,0,1,0,0,0,5,+3
10,Wendell Moore Jr.,3:30,0,2,.000,0,1,.000,0,0,,0,1,1,0,1,0,0,0,0,+3
11,Daishen Nix,3:07,1,3,.333,1,3,.333,0,0,,0,0,0,1,0,0,0,0,3,+3
12,Luka Garza,3:07,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,+3
13,Leonard Miller,2:33,1,1,1.000,0,0,,0,0,,1,0,1,0,0,0,0,0,2,+1
