,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Jalen Brunson,33:56,.560,.471,.294,.353,6.2,20.2,12.2,24.9,0.0,0.0,9.2,26.5,123,147,-0.8
1,Julius Randle,30:54,.560,.471,.176,.353,6.8,8.9,7.7,14.8,0.0,0.0,13.3,30.5,112,149,-5.5
2,RJ Barrett,28:19,.567,.533,.467,.133,3.7,19.4,10.5,0.0,0.0,3.1,5.9,24.8,114,145,-3.0
3,Donte DiVincenzo,21:44,.966,.938,1.000,.375,0.0,6.3,2.7,6.7,2.2,0.0,0.0,17.8,197,144,13.6
4,Jericho Sims,18:11,.788,.750,.000,.250,0.0,15.1,6.5,7.3,2.6,0.0,0.0,10.2,167,142,0.9
5,player,,,,,,,,,,,,,,,,
6,Isaiah Hartenstein,29:49,.685,.714,.000,.571,21.0,18.4,19.9,9.0,0.0,8.8,25.5,16.4,124,141,-1.0
7,Quentin Grimes,23:32,.500,.500,.625,.000,0.0,5.8,2.5,0.0,2.0,0.0,0.0,14.1,107,145,-6.7
8,Immanuel Quickley,19:10,.461,.375,.375,.500,0.0,28.6,12.4,20.6,0.0,0.0,0.0,21.2,114,146,-4.1
9,Miles McBride,10:30,.500,.500,.000,.000,0.0,13.1,5.6,26.2,9.1,0.0,0.0,15.8,124,127,5.7
10,Josh Hart,8:17,.000,.000,.000,.000,0.0,16.6,7.2,13.2,5.8,0.0,50.0,10.0,28,134,-11.0
11,Taj Gibson,6:26,.333,.333,.667,.000,16.2,0.0,9.2,0.0,7.4,0.0,0.0,19.4,93,133,-5.0
12,DaQuan Jeffries,6:26,.000,.000,1.000,.000,0.0,42.6,18.4,17.0,0.0,0.0,0.0,6.5,57,144,-7.3
13,Ryan Arcidiacono,2:46,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0,150,-23.5
14,Evan Fournier,Did Not Play,,,,,,,,,,,,,,,
