,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Jonathan Kuminga,35:38,4,8,.500,0,1,.000,3,3,1.000,0,6,6,1,0,0,4,2,11,+16
1,Klay Thompson,34:43,6,18,.333,3,9,.333,4,4,1.000,1,2,3,4,1,2,2,2,19,+14
2,Stephen Curry,30:56,7,19,.368,4,12,.333,8,9,.889,0,6,6,4,1,1,4,0,26,0
3,Chris Paul,23:32,3,5,.600,2,4,.500,0,1,.000,0,6,6,4,0,1,1,2,8,+2
4,Kevon Looney,12:28,1,1,1.000,0,0,,2,2,1.000,1,3,4,1,0,0,0,2,4,+6
5,player,,,,,,,,,,,,,,,,,,,,
6,Brandin Podziemski,24:38,4,7,.571,2,2,1.000,1,3,.333,2,3,5,5,1,0,1,2,11,-3
7,Trayce Jackson-Davis,22:48,5,5,1.000,0,0,,1,1,1.000,2,7,9,0,0,1,2,2,11,-2
8,Dario Šarić,22:29,6,10,.600,3,5,.600,2,2,1.000,0,3,3,1,0,0,1,3,17,-7
9,Andrew Wiggins,18:36,1,5,.200,1,2,.500,0,0,,1,1,2,2,0,0,1,2,3,-5
10,Cory Joseph,8:37,1,2,.500,1,2,.500,0,0,,0,0,0,2,0,0,0,0,3,+3
11,Moses Moody,5:35,0,2,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,1,0,-4
12,Draymond Green,Player Suspended,,,,,,,,,,,,,,,,,,,
13,Lester Quinones,Did Not Play,,,,,,,,,,,,,,,,,,,
14,Jerome Robinson,Did Not Play,,,,,,,,,,,,,,,,,,,
