,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Jaden Ivey,5:00,0,2,.000,0,0,,0,0,,0,2,2,1,0,0,0,0,0,+6
1,Cade Cunningham,5:00,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,1,0,0,+6
2,Jalen Duren,5:00,1,2,.500,0,1,.000,1,2,.500,3,2,5,0,0,2,0,1,3,+6
3,Ausar Thompson,5:00,1,4,.250,0,0,,0,0,,1,1,2,0,0,0,0,0,2,+6
4,Mike Muscala, ,,,,,,,,,,,,,,,,,,,
5,player,,,,,,,,,,,,,,,,,,,,
6,Marcus Sasser,5:00,1,1,1.000,1,1,1.000,0,0,,0,0,0,1,0,0,0,1,3,+6
7,Stanley Umude, ,,,,,,,,,,,,,,,,,,,
8,James Wiseman, ,,,,,,,,,,,,,,,,,,,
9,Jared Rhoden, ,,,,,,,,,,,,,,,,,,,
10,Malcolm Cazalon,Did Not Play,,,,,,,,,,,,,,,,,,,
11,Isaiah Stewart,Did Not Play,,,,,,,,,,,,,,,,,,,
