,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Jordan Hawkins,37:18,.263,.263,.684,.000,7.9,6.1,7.2,14.8,2.5,0.0,5.0,20.6,79,105,-5.3
1,CJ McCollum,36:57,.722,.735,.471,.412,2.0,30.9,13.4,24.0,0.0,2.4,4.7,21.9,148,104,14.7
2,Zion Williamson,32:51,.417,.350,.000,.450,15.7,10.4,13.7,39.3,0.0,0.0,14.3,32.7,100,109,0.5
3,Herbert Jones,31:01,.278,.278,.667,.000,0.0,22.1,8.7,4.2,0.0,2.9,10.0,12.4,63,105,-10.6
4,Jonas Valančiūnas,20:58,.726,.650,.100,.700,10.6,32.7,19.3,17.4,2.2,4.2,0.0,24.0,164,97,20.1
5,player,,,,,,,,,,,,,,,,
6,Dyson Daniels,25:23,.340,.350,.600,.400,8.7,4.5,7.1,5.5,1.8,7.0,7.8,19.3,83,101,-1.5
7,Larry Nance Jr.,23:26,.765,.900,.200,.400,6.3,24.4,13.4,12.9,4.0,0.0,0.0,9.7,160,98,9.5
8,Matt Ryan,19:38,.417,.417,.833,.000,0.0,17.5,6.9,0.0,0.0,0.0,14.3,13.7,76,108,-9.8
9,Kira Lewis Jr.,10:13,.625,.625,.500,.000,0.0,0.0,0.0,0.0,9.1,0.0,20.0,18.8,95,91,8.3
10,Cody Zeller,2:12,.000,.000,.000,.000,67.1,0.0,40.8,0.0,0.0,0.0,0.0,35.0,58,111,-27.8
11,E.J. Liddell,Did Not Play,,,,,,,,,,,,,,,
