,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Shai Gilgeous-Alexander,33:44,6,16,.375,0,3,.000,7,8,.875,1,1,2,4,0,2,2,4,19,-19
1,Chet Holmgren,33:07,2,10,.200,0,2,.000,4,6,.667,0,5,5,5,0,1,1,4,8,-14
2,Luguentz Dort,33:06,6,10,.600,5,8,.625,2,2,1.000,0,1,1,1,0,0,3,2,19,-15
3,Jalen Williams,32:44,10,14,.714,2,3,.667,3,3,1.000,0,3,3,7,0,0,4,5,25,-5
4,Josh Giddey,19:14,4,9,.444,1,3,.333,0,0,,1,3,4,4,0,0,0,0,9,-2
5,player,,,,,,,,,,,,,,,,,,,,
6,Isaiah Joe,23:25,5,7,.714,5,6,.833,0,0,,3,3,6,3,2,0,0,2,15,-12
7,Aaron Wiggins,16:51,3,4,.750,1,1,1.000,0,0,,0,4,4,2,1,0,0,0,7,+4
8,Kenrich Williams,16:14,1,4,.250,1,4,.250,0,0,,2,4,6,1,1,1,1,1,3,+1
9,Cason Wallace,14:55,2,4,.500,1,2,.500,0,0,,2,0,2,1,1,1,0,1,5,-1
10,Vasilije Micić,11:18,3,4,.750,0,1,.000,1,1,1.000,0,1,1,2,0,0,0,0,7,+8
11,Ousmane Dieng,4:14,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,1,0,0,0
12,Olivier Sarr,1:06,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
13,Dāvis Bertāns,Did Not Play,,,,,,,,,,,,,,,,,,,
14,Tre Mann,Did Not Play,,,,,,,,,,,,,,,,,,,
15,Jaylin Williams,Did Not Play,,,,,,,,,,,,,,,,,,,
