,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Anfernee Simons,40:51,14,27,.519,7,15,.467,5,5,1.000,0,2,2,10,1,0,5,3,40,-5
1,Jabari Walker,36:51,1,5,.200,0,2,.000,1,4,.250,2,7,9,2,2,1,0,2,3,-21
2,Deandre Ayton,34:07,10,17,.588,0,0,,0,0,,2,10,12,2,2,0,2,2,20,-8
3,Matisse Thybulle,26:35,2,5,.400,1,4,.250,0,0,,1,0,1,4,2,0,1,4,5,-6
4,Jerami Grant,10:21,2,6,.333,0,1,.000,0,0,,0,1,1,2,0,0,1,1,4,+7
5,player,,,,,,,,,,,,,,,,,,,,
6,Toumani Camara,23:08,4,9,.444,0,1,.000,4,4,1.000,2,2,4,1,2,1,3,0,12,-9
7,Justin Minaya,22:02,0,3,.000,0,3,.000,0,0,,0,2,2,1,1,1,1,1,0,-10
8,Kris Murray,17:20,1,9,.111,0,6,.000,0,1,.000,0,2,2,0,1,0,0,3,2,-22
9,Duop Reath,12:38,1,4,.250,0,2,.000,1,2,.500,1,2,3,0,0,0,0,2,3,-7
10,Rayan Rupert,8:25,1,1,1.000,1,1,1.000,0,0,,0,0,0,1,0,0,0,1,3,-6
11,Scoot Henderson,6:27,1,2,.500,1,1,1.000,3,3,1.000,0,1,1,0,0,0,0,0,6,+8
12,Taze Moore,1:15,1,2,.500,0,1,.000,0,0,,0,0,0,0,0,0,0,1,2,-1
