,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Fred VanVleet,29:45,.742,.722,.556,.111,0.0,10.3,5.7,11.5,1.6,17.3,0.0,13.3,159,89,11.0
1,Jalen Green,28:18,.712,.625,.350,.600,0.0,36.1,20.0,22.9,3.3,0.0,10.6,41.8,135,97,8.3
2,Alperen Şengün,25:10,.698,.714,.000,.286,10.0,16.2,13.5,33.0,0.0,3.4,20.2,16.4,139,104,3.4
3,Dillon Brooks,24:46,.622,.500,.429,.857,0.0,0.0,0.0,4.4,0.0,3.5,0.0,16.3,140,106,-5.6
4,Jeff Green,17:17,.000,.000,1.000,.000,0.0,5.9,3.3,0.0,0.0,0.0,0.0,2.4,0,108,-11.8
5,player,,,,,,,,,,,,,,,,
6,Amen Thompson,22:44,.752,.750,.167,1.000,11.1,18.0,14.9,40.6,4.1,0.0,10.4,17.8,163,98,14.8
7,Cam Whitmore,20:16,.636,.611,.500,.111,12.5,45.4,30.7,16.5,0.0,0.0,0.0,39.0,138,103,6.5
8,Aaron Holiday,18:36,.833,.833,.667,.000,0.0,5.5,3.0,39.0,0.0,0.0,25.0,18.0,139,108,2.9
9,Jock Landale,15:11,.600,.600,.000,.000,33.3,13.5,22.3,15.6,3.1,5.6,0.0,13.8,162,95,5.9
10,Jae'Sean Tate,10:49,.333,.333,.333,.000,0.0,9.4,5.2,0.0,0.0,0.0,25.0,15.5,51,108,-18.8
11,Reggie Bullock,7:39,.833,.833,.667,.000,0.0,0.0,0.0,0.0,6.1,0.0,25.0,21.9,102,96,3.1
12,Nate Hinton,6:45,.500,.500,.000,.000,0.0,45.4,25.1,16.6,0.0,12.7,33.3,18.6,81,91,-7.1
13,Boban Marjanović,6:45,.798,1.000,.000,2.000,0.0,45.4,25.1,0.0,0.0,0.0,34.7,17.9,88,103,-6.6
14,Jermaine Samuels,5:59,.000,.000,.000,.000,21.1,17.1,18.9,0.0,0.0,0.0,0.0,7.0,83,107,-12.5
15,Jabari Smith Jr.,Did Not Dress,,,,,,,,,,,,,,,
