,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Giannis Antetokounmpo,36:39,15,22,.682,0,1,.000,5,12,.417,2,8,10,7,4,2,6,4,35,-11
1,Cameron Payne,25:34,6,8,.750,2,3,.667,0,0,,0,0,0,2,2,0,2,3,14,-8
2,Brook Lopez,21:14,3,7,.429,2,5,.400,1,2,.500,0,3,3,1,1,2,1,1,9,-7
3,Malik Beasley,20:13,0,4,.000,0,3,.000,0,0,,0,2,2,1,0,0,1,3,0,-6
4,Khris Middleton,19:30,4,8,.500,2,4,.500,0,0,,0,0,0,7,0,1,1,1,10,-3
5,player,,,,,,,,,,,,,,,,,,,,
6,Bobby Portis,27:37,4,11,.364,2,5,.400,3,4,.750,1,6,7,1,2,0,2,4,13,-6
7,MarJon Beauchamp,19:40,2,7,.286,0,2,.000,1,3,.333,1,3,4,0,0,0,3,2,5,-19
8,Jae Crowder,16:55,0,1,.000,0,1,.000,1,2,.500,0,2,2,0,0,0,0,0,1,-13
9,Pat Connaughton,15:37,1,3,.333,0,1,.000,1,2,.500,0,3,3,1,0,0,0,2,3,-11
10,Andre Jackson Jr.,13:58,2,3,.667,0,1,.000,0,0,,1,2,3,0,0,0,2,2,4,+2
11,Thanasis Antetokounmpo,9:41,0,0,,0,0,,0,0,,0,0,0,2,0,1,1,2,0,+6
12,A.J. Green,9:29,1,3,.333,1,3,.333,0,0,,0,2,2,3,0,0,0,0,3,+5
13,Chris Livingston,3:53,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-4
14,Robin Lopez,Did Not Play,,,,,,,,,,,,,,,,,,,
15,Lindell Wigginton,Did Not Play,,,,,,,,,,,,,,,,,,,
