,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Cade Cunningham,39:26,.558,.500,.273,.318,3.0,13.8,8.6,39.5,2.5,1.9,19.3,33.1,109,119,1.3
1,Jaden Ivey,35:01,.676,.625,.313,.250,6.7,9.3,8.1,31.3,4.2,4.3,22.0,27.3,119,116,8.0
2,Bojan Bogdanović,34:35,.333,.333,.583,.000,0.0,3.2,1.6,3.6,0.0,2.2,7.7,15.8,73,129,-14.1
3,Isaiah Stewart,32:23,.788,.875,.250,.250,7.2,26.9,17.4,15.4,0.0,2.3,0.0,5.8,177,119,4.9
4,Marvin Bagley III,30:39,.854,.833,.083,.167,7.6,10.7,9.2,0.0,0.0,0.0,0.0,17.6,175,127,3.1
5,player,,,,,,,,,,,,,,,,
6,Ausar Thompson,18:39,.902,1.000,.000,.667,6.3,5.8,6.1,7.3,2.6,8.0,43.6,15.5,96,118,-0.4
7,James Wiseman,15:14,.500,.500,.000,.000,15.4,21.5,18.5,0.0,0.0,4.9,50.0,11.0,71,120,-11.4
8,Marcus Sasser,12:53,.500,.500,.625,.000,9.1,16.9,13.1,0.0,0.0,0.0,20.0,32.6,84,125,-10.4
9,Isaiah Livers,12:36,.000,.000,1.000,.000,9.3,17.3,13.4,8.9,0.0,0.0,25.0,13.3,34,125,-19.0
10,Alec Burks,8:34,.470,.250,.750,.750,0.0,12.7,6.6,0.0,0.0,8.8,0.0,26.1,112,121,-5.6
11,Joe Harris,Did Not Play,,,,,,,,,,,,,,,
12,Killian Hayes,Did Not Play,,,,,,,,,,,,,,,
13,Kevin Knox,Did Not Play,,,,,,,,,,,,,,,
