,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Max Strus,36:42,5,12,.417,1,7,.143,3,3,1.000,1,2,3,7,1,0,5,3,14,+25
1,Donovan Mitchell,36:20,13,20,.650,5,8,.625,3,4,.750,0,6,6,4,1,0,3,4,34,+22
2,Evan Mobley,35:22,8,11,.727,0,1,.000,5,8,.625,3,9,12,3,1,3,1,1,21,+26
3,Dean Wade,32:41,0,3,.000,0,3,.000,0,0,,1,2,3,2,0,1,0,1,0,+6
4,Jarrett Allen,29:08,3,3,1.000,0,0,,5,6,.833,1,8,9,1,0,3,3,3,11,0
5,player,,,,,,,,,,,,,,,,,,,,
6,Caris LeVert,33:02,8,17,.471,1,7,.143,0,0,,1,7,8,6,2,1,1,2,17,+7
7,Georges Niang,21:38,3,6,.500,2,4,.500,0,0,,0,2,2,0,0,1,2,1,8,-8
8,Craig Porter Jr.,9:07,2,3,.667,0,0,,0,0,,0,2,2,0,0,0,2,1,4,-8
9,Emoni Bates,1:30,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0
10,Damian Jones,1:30,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
11,Sam Merrill,1:30,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
12,Tristan Thompson,1:30,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0
