,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Grayson Allen,37:03,.816,.816,.737,.000,3.1,8.4,5.9,17.4,0.0,5.6,9.5,26.3,140,110,11.9
1,Bradley Beal,36:58,.678,.667,.333,.056,3.1,19.8,11.8,39.3,0.0,0.0,9.8,25.6,136,110,5.1
2,Devin Booker,34:41,.526,.526,.368,.000,0.0,15.0,7.9,43.9,3.0,0.0,13.6,29.4,109,105,1.1
3,Jusuf Nurkić,26:18,.500,.500,.167,.000,4.3,31.7,18.7,9.5,1.9,0.0,0.0,10.6,122,101,-3.2
4,Chimezie Metu,17:17,1.017,1.000,.000,.333,0.0,12.1,6.3,0.0,5.9,0.0,36.8,14.6,105,99,0.6
5,player,,,,,,,,,,,,,,,,
6,Josh Okogie,24:25,.634,.000,.500,4.000,4.7,4.3,4.5,17.9,6.3,8.5,0.0,10.5,166,96,8.6
7,Drew Eubanks,21:42,.564,.563,.125,.500,10.5,19.2,15.1,0.0,2.4,0.0,0.0,20.9,122,105,-3.1
8,Keita Bates-Diop,18:35,.000,.000,.500,.000,6.1,16.8,11.7,0.0,8.3,0.0,0.0,15.0,17,92,-13.4
9,Bol Bol,10:17,.820,1.000,.000,.500,11.1,20.3,15.9,13.5,0.0,10.1,0.0,11.0,173,104,5.6
10,Yuta Watanabe,8:54,.333,.333,.333,.000,12.8,0.0,6.1,0.0,0.0,0.0,0.0,15.6,91,117,-12.7
11,Jordan Goodwin,1:55,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,0,117,-33.9
12,Saben Lee,1:55,.000,,,,0.0,0.0,0.0,0.0,26.8,0.0,0.0,21.3,0,56,2.9
