,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Mikal Bridges,36:20,.388,.361,.667,.167,0.0,13.2,5.4,13.5,1.4,3.6,4.9,23.9,85,118,-5.4
1,Cameron Johnson,32:08,.540,.577,.462,.154,0.0,22.4,9.1,27.6,0.0,4.0,0.0,18.4,119,120,4.3
2,Spencer Dinwiddie,28:06,.764,.800,.600,1.000,0.0,4.3,1.7,27.7,3.5,0.0,12.2,12.5,144,117,4.4
3,Nic Claxton,27:42,.750,.750,.000,.000,14.9,34.7,23.0,0.0,1.8,9.4,11.1,13.9,139,110,0.3
4,Dorian Finney-Smith,20:04,.281,.281,.688,.000,4.1,6.0,4.9,18.1,0.0,6.5,11.1,38.3,61,120,-17.9
5,player,,,,,,,,,,,,,,,,
6,Royce O'Neale,29:57,.468,.462,.615,.154,2.8,12.0,6.5,17.2,3.3,0.0,6.7,21.2,99,116,-1.7
7,Trendon Watford,20:23,.709,.667,.333,.667,16.2,17.7,16.8,8.1,4.9,0.0,0.0,16.3,159,112,11.1
8,Day'Ron Sharpe,20:09,.571,.571,.000,.857,16.4,47.6,29.2,9.0,2.5,6.4,9.4,22.5,118,108,0.5
9,Cam Thomas,17:29,.228,.000,.286,.571,0.0,0.0,0.0,38.1,2.8,0.0,10.2,23.8,73,119,-9.0
10,Jalen Wilson,5:11,,,,,0.0,0.0,0.0,0.0,9.6,0.0,,0.0,0,103,-1.1
11,Armoni Brooks,2:31,,,,,0.0,47.7,19.5,0.0,0.0,0.0,,0.0,0,120,-7.9
12,Harry Giles,Did Not Play,,,,,,,,,,,,,,,
13,Dennis Smith Jr.,Did Not Dress,,,,,,,,,,,,,,,
