,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,CJ McCollum,31:11,4,13,.308,4,9,.444,0,0,,1,5,6,3,1,0,1,3,12,-10
1,Brandon Ingram,30:28,3,9,.333,0,1,.000,6,7,.857,0,1,1,4,0,0,2,2,12,-12
2,Herbert Jones,25:15,3,6,.500,1,2,.500,2,2,1.000,0,0,0,2,1,1,0,1,9,-10
3,Jonas Valančiūnas,22:37,6,12,.500,1,1,1.000,0,0,,4,7,11,1,0,1,3,2,13,-7
4,Zion Williamson,19:25,3,9,.333,0,0,,6,8,.750,2,4,6,1,1,1,1,3,12,-17
5,player,,,,,,,,,,,,,,,,,,,,
6,Dyson Daniels,26:12,1,4,.250,0,1,.000,0,2,.000,0,3,3,3,4,0,0,1,2,-6
7,Larry Nance Jr.,18:54,3,6,.500,1,2,.500,0,0,,3,3,6,2,1,0,0,0,7,-21
8,Jose Alvarado,18:41,1,7,.143,0,2,.000,0,0,,0,1,1,2,0,1,0,0,2,-9
9,Naji Marshall,17:28,4,9,.444,1,1,1.000,0,0,,3,0,3,1,1,0,2,2,9,+3
10,Trey Murphy III,16:51,1,9,.111,1,6,.167,0,0,,0,2,2,1,0,1,0,0,3,-15
11,Jordan Hawkins,6:29,4,7,.571,3,3,1.000,2,2,1.000,0,1,1,0,0,0,0,0,13,+12
12,Cody Zeller,6:29,0,1,.000,0,1,.000,1,2,.500,1,2,3,2,0,0,0,3,1,+12
13,Jeremiah Robinson-Earl,Did Not Play,,,,,,,,,,,,,,,,,,,
