,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Keegan Murray,31:16,.511,.429,.357,.429,0.0,29.0,12.4,5.7,4.5,0.0,0.0,23.1,104,110,1.3
1,Domantas Sabonis,25:44,.517,.455,.182,.727,18.7,25.2,21.4,21.0,3.7,0.0,12.1,27.9,108,113,2.5
2,De'Aaron Fox,25:02,.426,.406,.438,.063,0.0,15.5,6.6,21.8,0.0,0.0,19.6,35.4,70,122,-12.1
3,Harrison Barnes,18:53,.333,.333,.667,.000,0.0,6.9,2.9,7.6,0.0,0.0,0.0,6.9,79,123,-10.2
4,Kevin Huerter,16:31,.188,.188,.500,.000,0.0,31.4,13.4,26.3,2.9,0.0,0.0,21.0,57,114,-7.1
5,player,,,,,,,,,,,,,,,,
6,Malik Monk,21:38,.500,.500,.625,.000,0.0,0.0,0.0,37.8,0.0,0.0,33.3,24.1,76,124,-10.6
7,Trey Lyles,20:18,.307,.250,.750,.500,4.7,32.0,16.3,21.1,2.3,0.0,0.0,10.4,96,115,-1.0
8,Sasha Vezenkov,20:00,.643,.643,.429,.000,0.0,19.5,8.3,27.3,2.4,0.0,0.0,15.2,131,116,8.0
9,Davion Mitchell,14:36,.129,.000,.333,.667,0.0,0.0,0.0,18.3,0.0,0.0,0.0,11.5,53,124,-13.0
10,Chris Duarte,12:00,.630,.333,.667,1.333,0.0,21.6,9.2,12.5,0.0,7.3,0.0,17.2,140,115,4.3
11,Keon Ellis,11:35,1.500,1.500,1.000,.000,0.0,0.0,0.0,13.0,0.0,7.5,66.7,11.2,67,118,-0.8
12,Kessler Edwards,8:10,1.167,1.167,.333,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,233,124,15.4
13,Jordan Ford,8:10,1.250,1.250,.500,.000,0.0,15.9,6.8,24.2,0.0,0.0,33.3,15.9,128,122,7.1
14,JaVale McGee,6:07,.872,1.000,.000,.333,15.7,0.0,9.0,0.0,0.0,0.0,22.5,31.5,114,124,2.1
15,Alex Len,Did Not Play,,,,,,,,,,,,,,,
