,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Fred VanVleet,33:32,.538,.538,.462,.000,0.0,3.5,1.6,28.8,1.5,0.0,18.8,22.0,94,128,-0.2
1,Jalen Green,29:49,.382,.200,.100,.700,0.0,3.9,1.8,0.0,1.7,3.0,23.4,26.4,61,126,-13.5
2,Alperen Şengün,28:28,.549,.545,.091,.364,7.2,24.7,15.3,46.2,0.0,0.0,7.3,22.3,121,122,4.8
3,Jabari Smith Jr.,26:10,.354,.333,.444,.222,3.9,17.9,10.4,6.9,2.0,0.0,9.2,19.2,73,121,-10.7
4,Dillon Brooks,26:08,1.000,1.000,.857,.000,0.0,17.9,8.3,16.1,2.0,0.0,22.2,15.9,136,121,8.1
5,player,,,,,,,,,,,,,,,,
6,Amen Thompson,21:20,.368,.350,.700,.200,4.8,22.0,12.8,17.8,0.0,0.0,26.9,32.2,62,124,-14.0
7,Jae'Sean Tate,15:08,1.250,1.250,.500,.000,0.0,15.5,7.2,0.0,3.4,6.0,0.0,6.1,250,116,10.5
8,Jeff Green,13:52,.450,.500,.250,.250,22.1,0.0,11.8,13.8,0.0,0.0,18.4,18.1,98,133,-6.4
9,Reggie Bullock,11:14,1.500,1.500,1.000,.000,0.0,10.4,4.9,0.0,4.6,8.1,0.0,4.1,300,115,11.7
10,Cam Whitmore,9:39,.000,.000,.500,.000,0.0,12.1,5.7,0.0,0.0,0.0,20.0,23.9,0,128,-27.8
11,Jock Landale,8:37,.750,.750,1.000,.000,0.0,0.0,0.0,42.2,0.0,0.0,33.3,16.1,113,133,5.0
12,Jermaine Samuels,6:27,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,133,-11.2
13,Aaron Holiday,4:48,.000,.000,.333,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,0,133,-31.3
14,Jeenathan Williams,4:48,.667,.667,.333,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,121,133,5.1
15,Boban Marjanović,Did Not Play,,,,,,,,,,,,,,,
