,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Tyrese Maxey,33:40,7,19,.368,0,5,.000,2,4,.500,2,3,5,8,0,1,3,0,16,-18
1,Tobias Harris,32:19,4,11,.364,0,3,.000,7,8,.875,1,5,6,2,0,1,1,1,15,-15
2,De'Anthony Melton,30:16,3,11,.273,1,5,.200,9,9,1.000,1,5,6,3,0,1,1,2,16,-6
3,Nicolas Batum,24:12,2,4,.500,2,4,.500,0,0,,0,3,3,0,0,1,1,2,6,-23
4,Marcus Morris,16:14,6,12,.500,3,5,.600,1,1,1.000,2,2,4,2,1,2,2,5,16,-7
5,player,,,,,,,,,,,,,,,,,,,,
6,Paul Reed,26:01,5,9,.556,0,0,,0,0,,6,3,9,1,2,4,1,4,10,-10
7,Robert Covington,19:46,2,4,.500,0,1,.000,1,2,.500,1,5,6,0,0,2,0,2,5,+6
8,Danuel House Jr.,16:41,1,5,.200,0,3,.000,1,2,.500,0,2,2,2,3,0,1,2,3,-2
9,Patrick Beverley,15:40,1,2,.500,0,1,.000,0,0,,0,0,0,2,0,0,2,2,2,-16
10,Jaden Springer,8:25,0,4,.000,0,2,.000,0,0,,2,1,3,1,1,0,2,1,0,+2
11,Mo Bamba,5:35,1,2,.500,0,1,.000,2,2,1.000,1,1,2,0,0,0,0,0,4,+8
12,Furkan Korkmaz,5:35,1,2,.500,1,2,.500,0,0,,0,1,1,0,1,0,0,0,3,+8
13,KJ Martin,5:35,1,2,.500,0,0,,1,2,.500,0,1,1,0,1,0,0,2,3,+8
