,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Desmond Bane,36:32,.615,.615,.462,.000,0.0,7.5,3.2,4.5,0.0,2.6,23.5,21.6,85,143,-10.5
1,Jaren Jackson Jr.,28:55,.666,.607,.286,.286,3.5,4.7,4.0,6.5,1.8,3.3,11.3,28.5,117,140,0.5
2,David Roddy,25:10,.591,.591,.364,.000,0.0,16.3,7.0,0.0,0.0,0.0,0.0,20.3,110,141,-4.3
3,Derrick Rose,22:00,.381,.286,.143,.286,0.0,6.2,2.7,46.8,0.0,0.0,11.3,18.7,104,145,-7.5
4,Bismack Biyombo,19:34,.500,.500,.000,.000,0.0,21.0,9.0,14.2,0.0,0.0,0.0,4.7,132,139,-7.6
5,player,,,,,,,,,,,,,,,,
6,Santi Aldama,23:31,.423,.313,.375,.750,17.4,35.0,24.9,37.2,0.0,4.1,0.0,21.0,126,132,6.0
7,Jaylen Nowell,20:22,.667,.667,.667,.000,0.0,0.0,0.0,15.7,0.0,0.0,14.3,16.0,114,147,-6.7
8,Vince Williams Jr.,17:01,.340,.300,.800,.400,6.0,8.1,6.9,8.3,0.0,0.0,14.5,18.8,75,144,-13.9
9,Xavier Tillman Sr.,16:55,.644,.688,.250,.375,12.1,0.0,6.9,0.0,12.3,0.0,0.0,25.6,128,118,13.7
10,John Konchar,16:46,.300,.300,.800,.000,0.0,24.5,10.5,0.0,3.1,5.7,0.0,13.8,61,128,-7.4
11,Jacob Gilyard,4:24,.000,.000,1.000,.000,0.0,0.0,0.0,59.0,0.0,0.0,0.0,10.6,90,147,-8.8
12,Kenneth Lofton Jr.,4:24,.644,.500,.667,.667,0.0,0.0,0.0,83.6,11.8,0.0,0.0,41.0,152,119,41.4
13,Ziaire Williams,4:24,.667,.667,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.7,122,147,1.4
