,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Paolo Banchero,26:40,.703,.643,.000,.500,4.9,8.0,6.6,0.0,1.7,5.6,5.5,27.0,137,108,7.3
1,Anthony Black,24:16,.458,.200,.400,1.200,0.0,22.0,12.1,4.8,0.0,6.2,20.7,15.8,83,107,-8.0
2,Goga Bitadze,22:23,.680,.600,.000,.400,5.8,33.4,20.9,11.7,0.0,13.4,0.0,10.5,155,99,7.8
3,Franz Wagner,22:21,.556,.429,.143,.500,5.8,28.6,18.3,7.1,3.9,0.0,0.0,30.4,125,101,4.0
4,Jalen Suggs,17:35,.846,.813,.250,.750,7.4,12.1,10.0,10.3,2.5,0.0,0.0,24.1,176,108,15.4
5,player,,,,,,,,,,,,,,,,
6,Cole Anthony,24:53,.545,.458,.250,.333,0.0,21.4,11.8,17.3,0.0,3.0,22.5,28.4,93,109,-6.8
7,Gary Harris,21:59,.945,.917,.500,.333,0.0,0.0,0.0,12.7,4.0,0.0,0.0,12.5,192,108,13.0
8,Moritz Wagner,20:32,.680,.650,.100,.400,19.0,0.0,8.6,16.1,0.0,0.0,7.8,24.8,139,117,3.0
9,Joe Ingles,17:47,.000,.000,1.000,.000,0.0,24.0,13.2,37.7,7.4,0.0,50.0,9.0,66,95,3.3
10,Jonathan Isaac,13:35,.425,.400,.000,.400,9.6,15.7,12.9,0.0,3.2,5.5,0.0,17.2,100,102,-3.0
11,Caleb Houstan,8:26,.000,.000,1.000,.000,0.0,0.0,0.0,26.5,0.0,0.0,66.7,14.2,34,117,-14.3
12,Chuma Okeke,7:45,.750,.750,.500,.000,0.0,13.8,7.6,0.0,0.0,0.0,0.0,10.3,148,113,2.2
13,Jett Howard,6:43,.000,.000,1.000,.000,0.0,0.0,0.0,16.6,0.0,0.0,50.0,23.7,15,117,-25.0
14,Admiral Schofield,5:05,.000,.000,1.000,2.000,0.0,0.0,0.0,0.0,0.0,0.0,34.7,22.6,0,116,-31.8
