,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Anthony Davis,36:39,.520,.455,.000,.409,15.1,21.0,18.0,14.6,0.0,11.3,3.7,32.1,115,94,6.2
1,LeBron James,35:22,.417,.412,.235,.294,0.0,10.9,5.3,31.1,1.4,2.3,20.7,29.9,77,101,-5.6
2,Taurean Prince,29:17,.786,.786,.714,.000,0.0,19.7,9.6,4.9,3.3,0.0,12.5,11.9,126,96,5.1
3,D'Angelo Russell,26:22,.450,.450,.500,.000,0.0,7.3,3.6,38.9,9.1,0.0,0.0,16.6,113,86,10.2
4,Cam Reddish,24:25,.661,.571,.143,.429,3.8,15.7,9.6,6.1,0.0,3.4,0.0,14.9,141,102,0.9
5,player,,,,,,,,,,,,,,,,
6,Max Christie,28:57,.761,.786,.429,.286,0.0,23.2,11.4,9.9,0.0,0.0,0.0,11.9,149,102,3.4
7,Austin Reaves,22:09,.660,.591,.364,.545,4.2,13.0,8.5,8.0,6.5,0.0,6.8,28.9,126,90,11.1
8,Jarred Vanderbilt,13:41,.000,.000,1.000,.000,6.7,21.0,13.8,8.8,0.0,0.0,0.0,6.4,59,102,-9.0
9,Christian Wood,11:03,.266,.000,.000,2.000,0.0,17.4,8.5,10.9,0.0,0.0,34.7,11.4,52,104,-9.2
10,Jaxson Hayes,6:06,.500,.500,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,97,108,-16.0
11,Jalen Hood-Schifino,3:05,.000,.000,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3,0,110,-33.4
12,Maxwell Lewis,2:54,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,0,109,-27.3
13,Rui Hachimura,Did Not Play,,,,,,,,,,,,,,,
