,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Stephen Curry,34:30,.491,.480,.600,.040,0.0,7.5,3.1,28.2,1.4,0.0,10.5,33.3,104,135,-2.3
1,Chris Paul,32:38,.857,.857,.643,.000,0.0,8.0,3.3,26.1,3.0,3.1,0.0,17.3,178,129,15.0
2,Trayce Jackson-Davis,28:57,.690,.727,.000,.273,9.4,13.4,11.1,9.8,1.7,0.0,7.5,18.6,136,134,-1.1
3,Klay Thompson,26:24,.136,.136,.545,.000,0.0,9.8,4.0,4.0,0.0,0.0,8.3,18.4,37,138,-22.4
4,Jonathan Kuminga,25:14,.581,.542,.417,.333,17.9,20.6,19.0,16.0,1.9,0.0,6.8,23.6,133,133,2.0
5,player,,,,,,,,,,,,,,,,
6,Brandin Podziemski,28:52,.813,.813,.625,.000,3.1,36.0,16.6,17.2,1.7,0.0,20.0,14.0,135,132,4.1
7,Andrew Wiggins,27:56,.489,.423,.231,.231,9.7,9.3,9.5,17.9,1.7,3.6,0.0,20.7,129,132,0.6
8,Dario Šarić,15:16,.375,.375,1.000,.000,11.9,59.5,31.4,28.7,3.2,0.0,33.3,15.9,97,125,-0.2
9,Kevon Looney,10:53,.868,1.000,.000,1.000,16.6,11.9,14.7,11.6,0.0,0.0,0.0,10.7,190,138,1.0
10,Gary Payton II,9:20,.333,.333,.333,.000,0.0,0.0,0.0,0.0,0.0,10.7,0.0,13.0,74,131,-15.0
11,Usman Garuba,Not With Team,,,,,,,,,,,,,,,
12,Draymond Green,Player Suspended,,,,,,,,,,,,,,,
13,Cory Joseph,Did Not Play,,,,,,,,,,,,,,,
14,Moses Moody,Did Not Play,,,,,,,,,,,,,,,
15,Lester Quinones,Did Not Play,,,,,,,,,,,,,,,
16,Jerome Robinson,Not With Team,,,,,,,,,,,,,,,
17,Gui Santos,Did Not Play,,,,,,,,,,,,,,,
