,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Shai Gilgeous-Alexander,34:56,.737,.639,.222,.556,0.0,11.7,6.2,27.6,1.4,0.0,0.0,27.8,161,114,10.3
1,Jalen Williams,29:03,.691,.654,.308,.385,0.0,17.6,9.3,31.4,0.0,3.4,0.0,22.7,154,113,8.5
2,Chet Holmgren,28:16,.583,.567,.400,.067,4.0,14.5,9.5,4.7,3.4,0.0,11.5,26.8,105,108,-3.7
3,Luguentz Dort,28:05,.667,.667,.556,.000,12.2,14.5,13.4,12.4,3.4,3.6,0.0,13.9,153,106,8.9
4,Josh Giddey,20:58,.643,.600,.500,.200,10.9,29.2,20.6,5.9,2.3,0.0,26.9,30.8,99,108,-3.8
5,player,,,,,,,,,,,,,,,,
6,Cason Wallace,21:58,.714,.714,.571,.000,0.0,13.9,7.4,5.3,0.0,4.6,12.5,15.8,120,113,0.6
7,Isaiah Joe,19:46,.625,.625,.750,.000,0.0,25.8,13.6,0.0,2.4,15.2,0.0,17.6,120,97,9.2
8,Kenrich Williams,18:45,.102,.000,.250,.500,0.0,10.9,5.8,15.4,5.1,0.0,0.0,11.3,61,105,-6.4
9,Aaron Wiggins,12:32,1.042,1.250,.500,1.000,18.2,24.4,21.5,18.1,0.0,0.0,0.0,10.0,212,114,11.1
10,Lindy Waters III,12:10,.500,.500,.800,.000,0.0,8.4,4.4,9.4,0.0,0.0,0.0,17.8,109,117,-8.2
11,Jaylin Williams,7:25,.750,.750,1.000,.000,0.0,27.5,14.5,14.9,0.0,0.0,0.0,11.7,158,114,8.1
12,Tre Mann,3:01,,,,,0.0,33.9,17.9,63.6,0.0,0.0,,0.0,228,113,16.0
13,Aleksej Pokusevski,3:01,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,0,119,-27.7
14,Dāvis Bertāns,Did Not Play,,,,,,,,,,,,,,,
15,Vasilije Micić,Did Not Play,,,,,,,,,,,,,,,
