,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Miles Bridges,32:46,.479,.450,.500,.100,3.3,14.6,8.6,24.6,0.0,2.2,12.6,30.1,94,126,-5.9
1,Terry Rozier,32:11,.501,.393,.214,.643,0.0,22.4,10.5,36.7,1.4,0.0,18.2,28.2,100,124,-5.3
2,Brandon Miller,28:42,.790,.722,.556,.444,3.7,0.0,2.0,10.6,1.6,2.5,21.8,19.8,121,123,1.6
3,Nick Richards,25:56,.870,1.000,.000,.600,12.3,32.4,21.8,6.0,3.5,5.5,0.0,10.1,180,113,5.2
4,Bryce McGowens,21:44,.727,.750,.667,.333,0.0,11.0,5.2,6.6,0.0,0.0,12.7,15.0,116,129,-4.6
5,player,,,,,,,,,,,,,,,,
6,P.J. Washington,25:04,.379,.364,.364,.182,4.3,23.9,13.5,0.0,0.0,0.0,20.2,24.5,62,127,-18.6
7,Cody Martin,19:39,.285,.286,.429,.571,10.9,12.2,11.5,13.9,2.3,0.0,18.6,22.6,68,123,-14.3
8,Nick Smith Jr.,18:17,.750,.750,.500,.000,0.0,19.7,9.3,30.2,0.0,3.9,33.3,13.5,112,124,0.9
9,Ish Smith,14:01,.750,.750,.000,.000,0.0,25.7,12.1,46.1,0.0,0.0,20.0,14.7,137,127,-0.7
10,Nathan Mensah,9:26,.532,1.000,.000,2.000,0.0,12.7,6.0,0.0,0.0,0.0,0.0,8.2,82,129,-9.8
11,James Bouknight,6:07,.833,.833,.333,.000,0.0,39.2,18.5,32.3,0.0,0.0,0.0,20.2,160,126,12.4
12,JT Thor,6:07,1.500,1.500,1.000,.000,0.0,0.0,0.0,24.4,0.0,0.0,0.0,6.7,277,130,13.1
