,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Jonathan Kuminga,36:58,.802,.767,.067,.467,3.8,13.2,9.4,16.4,2.6,0.0,10.0,24.4,147,102,7.3
1,Stephen Curry,32:16,.563,.500,.563,.250,0.0,18.2,10.8,24.1,1.5,0.0,14.5,28.9,107,104,-1.0
2,Andrew Wiggins,30:07,.507,.438,.250,.250,0.0,6.5,3.8,0.0,1.6,7.8,0.0,13.3,103,103,-2.8
3,Draymond Green,27:42,.643,.643,.286,.000,10.2,35.4,25.1,26.6,0.0,12.7,36.4,17.9,105,94,2.2
4,Klay Thompson,26:52,.467,.467,.600,.000,0.0,7.3,4.3,0.0,0.0,4.4,0.0,25.1,90,108,-8.6
5,player,,,,,,,,,,,,,,,,
6,Brandin Podziemski,34:04,.676,.625,.250,.250,4.1,17.3,11.9,50.6,2.8,3.4,0.0,11.7,172,99,15.7
7,Lester Quinones,19:05,.727,.667,.667,.333,7.4,25.7,18.2,6.5,0.0,0.0,22.5,20.9,114,104,-3.6
8,Kevon Looney,11:14,.846,1.000,.000,.750,0.0,8.7,5.1,14.8,4.3,0.0,36.1,33.3,88,100,-1.2
9,Gui Santos,10:46,1.000,1.000,.000,.000,13.1,9.1,10.7,0.0,0.0,0.0,0.0,8.4,206,109,-2.4
10,Trayce Jackson-Davis,9:10,.868,1.000,.000,1.000,0.0,21.4,12.6,0.0,0.0,12.8,0.0,14.1,168,99,3.6
11,Jerome Robinson,1:46,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,113,-6.2
12,Cory Joseph,Did Not Play,,,,,,,,,,,,,,,
