,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Scottie Barnes,31:23,.684,.658,.158,.263,13.2,16.1,14.3,50.6,1.6,0.0,12.4,29.9,137,138,13.3
1,Pascal Siakam,28:36,.491,.444,.222,.556,5.8,22.1,12.2,26.8,0.0,3.6,26.3,20.6,93,138,-8.2
2,Jakob Poeltl,27:10,.597,.600,.000,.200,21.3,18.6,20.2,6.4,7.4,7.7,0.0,15.5,147,118,4.8
3,Gradey Dick,26:23,.435,.250,.600,.600,0.0,0.0,0.0,10.6,1.9,0.0,7.3,20.1,111,140,-12.5
4,Dennis Schröder,22:32,.418,.278,.444,.444,0.0,16.8,6.7,31.6,4.5,0.0,15.7,22.0,103,131,-7.0
5,player,,,,,,,,,,,,,,,,
6,Malachi Flynn,26:52,.306,.273,.727,.091,6.2,4.7,5.6,27.4,0.0,3.9,0.0,16.5,107,141,-8.6
7,Chris Boucher,20:16,.461,.313,.375,.500,20.4,24.9,22.2,0.0,0.0,5.1,9.3,20.6,119,136,-8.9
8,Jalen McDaniels,18:18,.350,.350,.400,.000,0.0,27.6,10.9,8.7,2.8,5.7,9.1,23.3,82,129,-9.3
9,Precious Achiuwa,17:19,.698,.643,.286,.286,14.3,7.3,11.5,0.0,0.0,12.1,11.3,19.9,137,135,-1.1
10,Otto Porter Jr.,10:38,,,,,0.0,11.9,4.7,0.0,0.0,0.0,,0.0,0,142,-12.1
11,Markquis Nowell,3:31,.532,.000,.000,2.000,47.1,0.0,28.4,71.8,14.3,0.0,0.0,20.8,175,110,43.3
12,Garrett Temple,3:31,1.500,1.500,1.000,.000,0.0,35.9,14.2,0.0,0.0,0.0,0.0,11.0,300,137,20.0
13,Thaddeus Young,3:31,.000,.000,.000,.000,0.0,35.9,14.2,0.0,0.0,0.0,50.0,22.1,0,137,-36.5
