,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Bam Adebayo,35:49,.559,.538,.000,.231,3.0,14.1,8.2,17.0,1.5,0.0,12.3,20.0,110,132,-2.2
1,Tyler Herro,32:23,.400,.400,.450,.000,3.4,23.4,12.7,14.5,0.0,0.0,13.0,31.2,80,132,-11.0
2,Jimmy Butler,30:48,.606,.545,.000,.455,7.1,12.3,9.5,24.6,3.4,0.0,7.0,20.3,131,129,6.5
3,Kyle Lowry,29:00,.222,.222,.667,.000,3.8,4.4,4.0,13.2,0.0,3.3,10.0,15.1,65,137,-13.3
4,Nikola Jović,21:01,.506,.500,.222,.222,15.6,24.0,19.5,14.3,0.0,4.6,16.8,24.8,100,130,-1.8
5,player,,,,,,,,,,,,,,,,
6,Caleb Martin,25:37,.850,.800,.000,.400,4.3,9.9,6.9,28.0,0.0,0.0,14.5,11.8,158,137,4.9
7,Josh Richardson,23:23,.357,.357,.571,.000,0.0,5.4,2.5,0.0,2.2,8.2,12.5,15.0,66,128,-8.9
8,Duncan Robinson,21:19,.636,.636,.455,.000,5.1,11.9,8.2,8.2,0.0,0.0,15.4,26.8,107,137,-0.6
9,Haywood Highsmith,11:32,.500,.500,.500,.000,18.9,11.0,15.2,0.0,0.0,8.3,0.0,7.6,134,133,-0.6
10,Thomas Bryant,4:26,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,200,138,-3.7
11,Orlando Robinson,2:21,,,,,0.0,53.8,24.9,49.8,0.0,0.0,,0.0,215,123,14.4
12,Cole Swider,2:21,.500,.500,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,33.3,56.1,58,141,-26.6
