,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Shaedon Sharpe,40:59,4,16,.250,2,10,.200,7,10,.700,2,6,8,7,2,0,3,3,17,-10
1,Deandre Ayton,34:28,10,17,.588,0,0,,2,2,1.000,5,5,10,3,0,0,2,1,22,-5
2,Skylar Mays,31:12,3,8,.375,0,1,.000,0,0,,0,5,5,10,0,2,2,1,6,+1
3,Jerami Grant,27:21,10,17,.588,3,6,.500,3,4,.750,0,2,2,1,0,1,2,3,26,-11
4,Toumani Camara,25:38,3,6,.500,2,4,.500,1,2,.500,2,3,5,1,0,2,2,2,9,-8
5,player,,,,,,,,,,,,,,,,,,,,
6,Matisse Thybulle,22:04,2,5,.400,2,5,.400,0,0,,0,2,2,1,0,0,0,1,6,-13
7,Jabari Walker,21:27,5,7,.714,2,3,.667,0,0,,2,6,8,0,2,1,0,0,12,-8
8,Jamaree Bouyea,16:48,0,5,.000,0,2,.000,0,0,,0,1,1,0,0,0,4,2,0,-17
9,Duop Reath,9:47,0,4,.000,0,3,.000,0,0,,1,0,1,0,0,0,2,1,0,-5
10,Rayan Rupert,2:34,0,2,.000,0,0,,1,2,.500,0,0,0,0,0,0,0,0,1,-1
11,Justin Minaya,2:34,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0,-1
12,Kris Murray,2:34,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1
13,Ish Wainright,2:34,0,1,.000,0,1,.000,0,0,,0,0,0,0,1,0,0,1,0,-1
14,Moses Brown,Did Not Play,,,,,,,,,,,,,,,,,,,
