,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Jayson Tatum,29:30,9,17,.529,4,7,.571,5,7,.714,1,7,8,5,1,1,2,2,27,+9
1,Jaylen Brown,28:27,11,15,.733,4,6,.667,6,10,.600,1,5,6,2,2,2,3,5,32,+19
2,Kristaps Porziņģis,28:07,6,11,.545,3,5,.600,2,2,1.000,1,6,7,5,1,3,2,3,17,+23
3,Jrue Holiday,26:06,4,10,.400,1,4,.250,2,2,1.000,2,4,6,3,0,0,1,2,11,+22
4,Derrick White,25:15,5,9,.556,3,5,.600,0,0,,1,2,3,5,2,0,0,1,13,+29
5,player,,,,,,,,,,,,,,,,,,,,
6,Payton Pritchard,22:35,7,10,.700,3,6,.500,2,2,1.000,2,2,4,3,0,0,2,1,19,+12
7,Al Horford,20:24,2,3,.667,1,2,.500,2,2,1.000,0,4,4,1,0,1,0,0,7,+30
8,Sam Hauser,20:14,2,9,.222,2,8,.250,0,0,,0,6,6,0,0,0,0,0,6,+20
9,Luke Kornet,14:21,1,2,.500,0,0,,0,0,,1,1,2,0,0,1,0,5,2,0
10,Svi Mykhailiuk,9:08,2,5,.400,2,3,.667,0,0,,1,0,1,0,0,0,0,1,6,-1
11,Oshae Brissett,9:08,2,2,1.000,1,1,1.000,0,0,,0,3,3,2,1,0,0,1,5,-1
12,Lamar Stevens,6:45,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-2
13,Dalano Banton,Did Not Play,,,,,,,,,,,,,,,,,,,
