,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Desmond Bane,33:46,11,20,.550,4,6,.667,4,6,.667,2,2,4,5,1,2,4,2,30,+13
1,David Roddy,24:20,2,9,.222,0,3,.000,2,2,1.000,1,5,6,3,1,1,1,2,6,+12
2,Bismack Biyombo,23:26,2,3,.667,0,0,,0,0,,1,5,6,4,0,2,2,2,4,+10
3,Derrick Rose,20:24,3,7,.429,0,2,.000,0,0,,0,2,2,3,1,0,1,3,6,+21
4,Jaren Jackson Jr.,13:34,2,8,.250,0,3,.000,0,0,,1,3,4,2,0,2,1,5,4,0
5,player,,,,,,,,,,,,,,,,,,,,
6,Santi Aldama,33:13,7,10,.700,1,4,.250,2,2,1.000,5,7,12,3,1,1,1,1,17,+17
7,Vince Williams Jr.,26:04,6,9,.667,3,6,.500,0,0,,2,7,9,3,0,2,1,4,15,+11
8,Jaylen Nowell,25:50,8,14,.571,2,6,.333,1,1,1.000,1,3,4,1,1,0,1,2,19,+1
9,Xavier Tillman Sr.,21:44,2,6,.333,0,3,.000,0,0,,0,2,2,2,2,2,0,0,4,+9
10,Ziaire Williams,9:34,1,2,.500,1,1,1.000,0,0,,0,0,0,1,1,0,2,1,3,-8
11,Jacob Gilyard,2:01,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-4
12,Shaquille Harrison,2:01,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-4
13,John Konchar,2:01,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-4
14,Kenneth Lofton Jr.,2:01,0,2,.000,0,0,,0,0,,0,2,2,0,0,0,0,0,0,-4
