,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Jimmy Butler,33:50,.581,.458,.250,.500,3.2,30.8,17.1,43.5,4.2,2.7,0.0,19.4,143,93,15.1
1,Tyler Herro,29:08,.800,.800,.467,.000,3.7,17.9,10.9,43.5,0.0,0.0,6.3,24.6,150,106,14.7
2,Bam Adebayo,28:47,.672,.714,.000,.143,0.0,18.1,9.2,12.7,1.6,0.0,6.3,24.7,117,101,1.6
3,Terry Rozier,28:12,.421,.400,.467,.067,3.8,3.7,3.7,24.7,0.0,0.0,6.1,26.1,94,107,-7.2
4,Caleb Martin,25:00,.750,.750,.500,.000,8.5,12.5,10.5,10.9,3.7,0.0,14.3,12.5,136,98,4.5
5,player,,,,,,,,,,,,,,,,
6,Jaime Jaquez Jr.,27:57,.610,.667,.333,.833,0.0,11.2,5.7,0.0,0.0,0.0,19.6,16.4,89,107,-8.8
7,Josh Richardson,26:28,.580,.417,.667,.667,0.0,15.8,8.0,0.0,0.0,0.0,0.0,13.1,118,106,-5.8
8,Duncan Robinson,18:59,.410,.250,1.000,.500,0.0,11.0,5.6,12.5,2.5,0.0,21.5,22.0,75,101,-9.6
9,Kevin Love,16:47,.429,.429,.857,.000,0.0,37.3,18.9,0.0,2.8,5.4,12.5,21.4,68,91,-6.3
10,Nikola Jović,2:26,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,18.4,0,109,-26.0
11,Orlando Robinson,2:26,1.136,,,,0.0,42.9,21.7,0.0,0.0,0.0,0.0,16.2,250,97,-0.2
12,Thomas Bryant,Did Not Play,,,,,,,,,,,,,,,
