,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Brandon Ingram,33:12,5,11,.455,1,5,.200,6,9,.667,0,7,7,11,0,0,2,2,17,-10
1,Zion Williamson,32:44,11,17,.647,1,1,1.000,1,3,.333,1,2,3,1,0,1,2,2,24,-23
2,CJ McCollum,31:27,5,13,.385,1,7,.143,2,3,.667,0,4,4,4,0,2,1,1,13,-8
3,Jonas Valančiūnas,25:33,5,10,.500,0,2,.000,6,6,1.000,4,7,11,3,0,0,2,3,16,-20
4,Herbert Jones,23:23,4,9,.444,1,6,.167,0,0,,1,2,3,2,0,0,1,1,9,-9
5,player,,,,,,,,,,,,,,,,,,,,
6,Trey Murphy III,23:33,2,8,.250,1,5,.200,0,0,,1,1,2,1,1,1,0,3,5,-16
7,Larry Nance Jr.,18:28,1,2,.500,1,2,.500,0,0,,0,5,5,1,0,0,0,1,3,-4
8,Jordan Hawkins,16:47,5,11,.455,3,8,.375,0,0,,0,2,2,1,0,0,1,0,13,-4
9,Naji Marshall,12:51,1,4,.250,1,2,.500,2,2,1.000,0,0,0,1,0,0,1,0,5,0
10,Dyson Daniels,10:57,1,4,.250,0,1,.000,0,0,,1,2,3,1,2,0,1,2,2,+3
11,Jose Alvarado,7:06,1,4,.250,0,3,.000,0,0,,0,0,0,1,0,0,0,1,2,+11
12,Cody Zeller,3:59,0,0,,0,0,,0,0,,1,1,2,0,1,1,0,0,0,+10
