,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,P.J. Washington,38:55,5,16,.313,3,9,.333,2,2,1.000,1,6,7,5,4,0,2,5,15,-17
1,Brandon Miller,36:41,6,16,.375,0,5,.000,2,2,1.000,0,3,3,0,0,1,3,3,14,-6
2,Bryce McGowens,32:16,4,9,.444,2,5,.400,4,4,1.000,0,5,5,1,1,1,2,1,14,-3
3,Nick Richards,32:16,4,5,.800,0,0,,2,2,1.000,4,6,10,3,0,0,0,2,10,-3
4,Terry Rozier,32:05,9,20,.450,2,8,.250,2,2,1.000,1,2,3,7,3,1,3,4,22,-3
5,player,,,,,,,,,,,,,,,,,,,,
6,Ish Smith,22:55,4,10,.400,0,0,,0,0,,0,0,0,1,0,1,1,1,8,-21
7,Nick Smith Jr.,20:02,3,9,.333,1,5,.200,0,0,,0,1,1,0,0,1,1,2,7,-12
8,JT Thor,13:34,2,2,1.000,0,0,,1,1,1.000,2,1,3,0,0,1,0,0,5,+2
9,Leaky Black,11:15,2,2,1.000,0,0,,0,0,,2,2,4,1,0,0,0,1,4,-12
10,James Bouknight,Did Not Play,,,,,,,,,,,,,,,,,,,
11,Cody Martin,Did Not Dress,,,,,,,,,,,,,,,,,,,
12,Frank Ntilikina,Did Not Dress,,,,,,,,,,,,,,,,,,,
