,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Tyrese Maxey,35:22,8,18,.444,6,10,.600,5,5,1.000,0,1,1,7,0,0,2,4,27,+19
1,Joel Embiid,31:16,12,21,.571,1,5,.200,16,17,.941,2,8,10,3,1,1,2,5,41,+7
2,Tobias Harris,30:50,3,7,.429,2,3,.667,2,2,1.000,0,3,3,2,0,0,1,2,10,-1
3,Nicolas Batum,27:33,2,7,.286,1,3,.333,0,0,,2,3,5,3,2,1,0,2,5,0
4,Kelly Oubre Jr.,25:48,3,8,.375,1,3,.333,0,0,,0,2,2,0,4,0,1,3,7,-12
5,player,,,,,,,,,,,,,,,,,,,,
6,Patrick Beverley,28:35,3,8,.375,1,4,.250,4,6,.667,0,5,5,6,1,1,3,2,11,+15
7,Danuel House Jr.,17:51,2,4,.500,1,1,1.000,1,1,1.000,2,3,5,1,0,0,0,4,6,+9
8,Paul Reed,16:31,3,4,.750,0,0,,1,2,.500,2,2,4,2,0,1,1,0,7,+2
9,Marcus Morris,14:01,3,3,1.000,2,2,1.000,0,0,,0,5,5,1,0,0,0,1,8,+26
10,Furkan Korkmaz,6:05,1,2,.500,0,0,,0,1,.000,0,0,0,0,0,0,0,0,2,-10
11,KJ Martin,6:05,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-10
