,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Tobias Harris,34:39,.773,.773,.091,.000,0.0,19.3,8.7,28.7,2.9,3.1,8.3,14.7,152,120,10.4
1,Tyrese Maxey,32:51,.433,.406,.313,.188,0.0,6.8,3.1,32.7,0.0,0.0,14.8,26.3,93,131,-8.5
2,Kelly Oubre Jr.,31:42,.495,.471,.412,.294,11.6,7.0,9.6,0.0,1.6,0.0,0.0,25.8,116,127,-1.8
3,Paul Reed,22:20,.167,.167,.167,.000,12.4,15.0,13.6,0.0,0.0,4.9,0.0,11.4,69,126,-11.7
4,Danuel House Jr.,12:18,.410,.250,.500,.500,15.0,27.2,20.5,0.0,0.0,0.0,17.0,20.3,91,126,-13.5
5,player,,,,,,,,,,,,,,,,
6,Marcus Morris,23:30,.500,.500,.400,.000,0.0,23.8,10.8,0.0,2.1,4.6,9.1,19.9,95,120,-2.1
7,Patrick Beverley,21:09,.438,.438,.375,.000,8.7,5.3,7.2,13.7,0.0,0.0,11.1,18.1,100,131,-6.2
8,Jaden Springer,21:01,.508,.429,.286,.286,4.4,21.2,12.0,27.6,7.2,0.0,11.3,18.0,116,112,8.0
9,Mo Bamba,17:46,.317,.286,.143,.286,20.8,37.7,28.4,0.0,0.0,6.1,11.3,21.3,83,120,-13.7
10,Ricky Council IV,5:41,.931,1.000,.000,2.000,0.0,0.0,0.0,0.0,0.0,0.0,21.0,35.6,138,132,7.9
11,Furkan Korkmaz,5:41,,,,,0.0,19.6,8.9,0.0,0.0,0.0,,0.0,0,128,-12.3
12,KJ Martin,5:41,.644,.667,.333,.667,0.0,19.6,8.9,0.0,0.0,19.2,20.5,36.5,95,115,5.3
13,Terquavion Smith,5:41,.750,.750,1.000,.000,0.0,19.6,8.9,26.8,8.9,0.0,0.0,15.0,168,108,20.2
