,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Nikola Jokić,29:49,8,12,.667,0,2,.000,10,12,.833,1,13,14,10,1,0,1,2,26,+21
1,Justin Holiday,27:18,1,6,.167,0,5,.000,0,0,,0,1,1,2,4,0,1,2,2,+20
2,Aaron Gordon,23:52,6,9,.667,0,1,.000,1,1,1.000,0,3,3,2,1,1,2,0,13,+16
3,Michael Porter Jr.,23:25,3,8,.375,1,4,.250,2,2,1.000,2,4,6,1,1,0,0,0,9,+11
4,Jamal Murray,22:23,7,15,.467,2,4,.500,0,0,,0,1,1,2,3,1,0,2,16,+9
5,player,,,,,,,,,,,,,,,,,,,,
6,Peyton Watson,24:08,7,10,.700,2,5,.400,2,3,.667,3,4,7,5,1,1,1,3,18,+7
7,Christian Braun,24:01,4,10,.400,1,3,.333,1,1,1.000,1,3,4,2,0,2,1,0,10,+7
8,Reggie Jackson,23:24,4,13,.308,2,4,.500,2,2,1.000,0,0,0,4,2,0,1,3,12,+8
9,Julian Strawther,19:51,3,11,.273,2,6,.333,0,0,,0,4,4,1,0,0,0,0,8,+5
10,DeAndre Jordan,12:20,1,2,.500,0,0,,0,0,,2,2,4,0,0,1,1,2,2,-2
11,Zeke Nnaji,5:51,2,2,1.000,1,1,1.000,0,0,,3,0,3,1,0,0,0,1,5,+4
12,Jalen Pickett,2:13,1,1,1.000,1,1,1.000,0,0,,0,0,0,1,0,0,0,0,3,+6
13,Hunter Tyson,1:25,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,+3
